Step,Value
42,2.52113699913025
45,2.49610829353333
71,1.91552531719208
94,2.60962176322937
167,1.77863371372223
229,1.96813654899597
234,1.67903256416321
255,1.75004398822784
273,1.23823690414429
308,1.81274151802063
310,1.0801774263382
318,1.63686645030975
474,1.11789512634277
536,1.24917578697205
579,1.33277821540833
586,1.25395965576172
634,1.61813807487488
647,2.41908931732178
671,3.3943829536438
714,3.00494527816772
722,2.35320639610291
785,1.57992899417877
802,1.9257800579071
808,2.19089436531067
836,2.93505048751831
971,1.67601132392883
1014,1.59440350532532
1066,0.990850567817688
1104,1.62835955619812
1180,1.84719347953796
1261,3.98027658462524
1316,1.38349342346191
1319,3.93369364738464
1333,3.29582476615906
1337,2.25719809532166
1385,1.63277173042297
1392,1.521639585495
1436,1.65840184688568
1466,1.28543567657471
1523,4.36773061752319
1552,3.71443605422974
1568,2.42039036750793
1584,2.11072874069214
1691,4.87065172195435
1734,2.12384915351868
1737,7.34962177276611
1844,2.67489314079285
1866,2.10023832321167
1877,2.61576986312866
1917,1.46943199634552
1934,2.75197410583496
1947,2.41963744163513
2036,8.7778377532959
2096,2.76937627792358
2187,2.74608469009399
2199,1.80665874481201
2231,1.95646178722382
2237,1.64131093025208
2262,2.76574087142944
2307,5.60413265228272
2389,3.01018476486206
2436,2.39308595657349
2453,6.66269207000732
2455,1.78018712997437
2460,2.098140001297
2485,3.03361439704895
2486,4.02709245681763
2498,3.60119843482971
2503,3.9297137260437
2532,3.49385952949524
2547,2.02339363098145
2553,1.63157975673676
2685,2.35794425010681
2740,5.30294370651245
2967,1.78126549720764
3038,3.46085405349731
3041,2.63252592086792
3099,7.29308938980103
3161,5.80229949951172
3230,1.90897703170776
3244,2.68137216567993
3246,4.84059190750122
3247,5.50524473190308
3305,3.06971287727356
3480,6.2120532989502
3618,3.14996671676636
3620,4.68129014968872
3670,7.53871154785156
3741,9.34012699127197
3793,8.59459781646729
3814,4.7777681350708
3821,3.53444838523865
3928,5.07266855239868
3956,13.1558513641357
3984,7.11067056655884
4036,9.12761783599854
4098,11.2566366195679
4196,4.11662292480469
4227,6.56198787689209
4232,5.98610258102417
4317,2.6501202583313
4319,6.70065402984619
4400,9.12479019165039
4492,12.5837860107422
4509,6.18523168563843
4530,10.7783842086792
4664,4.37423896789551
4668,3.83852005004883
4676,2.49042272567749
4788,16.1343841552734
4802,12.5561332702637
4840,4.06513595581055
4852,5.50733661651611
4894,4.72573375701904
4971,7.61286735534668
5050,8.49648761749268
5052,10.3266334533691
5106,11.7812938690186
5134,9.59551429748535
5239,11.3073167800903
5345,5.23843860626221
5359,6.83357763290405
5420,20.1876850128174
5549,7.72961521148682
5679,6.79793739318848
5723,23.5719604492188
5808,9.96893405914307
5828,19.0969944000244
5864,6.81557750701904
5871,4.26685857772827
5907,6.55789518356323
5928,6.2862868309021
5990,6.36182403564453
6010,7.4314603805542
6121,14.5279130935669
6131,19.1782283782959
6200,17.542064666748
6213,4.87830257415772
6219,6.61399555206299
6232,10.7126092910767
6289,13.7795219421387
6312,7.71267080307007
6376,10.1513977050781
6520,29.6602592468262
6574,12.3755874633789
6603,12.3385353088379
6657,23.1403961181641
6696,9.04535388946533
6699,14.4889669418335
6711,13.4452533721924
6742,10.9338979721069
6854,20.0944843292236
6966,14.7829847335815
6992,9.04652118682861
7106,6.08992862701416
7114,8.36966419219971
7155,7.98433256149292
7247,38.3682861328125
7311,13.053352355957
7359,12.4012537002563
7382,5.20630073547363
7450,17.3833141326904
7460,6.68827056884766
7463,19.015552520752
7478,7.19446420669556
7511,7.0704517364502
7693,15.106819152832
7760,16.5543937683105
7788,11.0072317123413
7798,11.8031978607178
7833,20.1896591186523
7991,18.4398517608643
8066,13.4785680770874
8180,13.2572584152222
8221,17.2329139709473
8334,32.2726554870605
8363,35.3332481384277
8368,56.8903770446777
8377,30.2116069793701
8467,9.76574325561523
8470,25.418758392334
8498,12.7131690979004
8508,17.0086040496826
8601,18.2365341186523
8635,18.4791622161865
8695,8.84242534637451
8819,20.4603328704834
8878,25.5097751617432
8904,30.1349258422852
8907,14.2135353088379
8928,32.3963088989258
8935,13.5610494613647
8993,9.413254737854
8999,8.23562526702881
9055,20.5401420593262
9260,45.1604881286621
9316,97.7374114990234
9348,11.0172843933105
9435,35.791389465332
9468,23.1211700439453
9547,18.3418922424316
9554,31.016056060791
9567,26.6276397705078
9627,19.4573078155518
9657,16.7706909179687
9680,15.4181413650513
9698,44.4483947753906
9843,21.775821685791
9907,19.6515884399414
10058,16.589038848877
10084,50.1055374145508
10276,37.6278457641602
10283,19.4177780151367
10396,16.2934551239014
10399,39.836181640625
10420,26.3718299865723
10479,18.5297374725342
10522,26.1697750091553
10607,26.3153018951416
10638,38.682861328125
10654,43.6165390014648
10671,75.8875122070313
10711,100.114791870117
10757,17.8379211425781
10758,27.6440582275391
10780,32.4914474487305
10815,63.214282989502
10841,24.5130882263184
10850,11.253643989563
10902,25.1962890625
10905,19.2889385223389
10939,61.9860229492187
10943,46.2244491577148
10966,16.2923202514648
10972,47.8846778869629
10974,41.2566528320312
11020,100.798820495605
11102,41.590446472168
11121,52.6269302368164
11130,23.2404518127441
11198,54.4636611938477
11200,44.0634231567383
11260,18.0525608062744
11419,20.2380714416504
11472,30.198902130127
11492,57.1853446960449
11523,51.9770812988281
11532,68.7875900268555
11549,32.3129501342773
11566,25.3875312805176
11648,36.7819290161133
11671,13.3364095687866
11685,16.1135597229004
11759,40.3462524414063
11873,27.7394008636475
11969,44.9663467407227
11974,26.5417957305908
12010,21.5125102996826
12041,31.1338939666748
12138,32.3636512756348
12164,55.565486907959
12168,20.7383651733398
12184,35.7654228210449
12226,31.9708251953125
12290,45.6884574890137
12293,60.5055618286133
12309,61.588752746582
12405,94.6285858154297
12458,67.8232116699219
12553,30.9765548706055
12671,229.090286254883
12699,84.3001556396484
12805,64.3611145019531
12877,141.278060913086
12939,29.4502258300781
13017,44.2291946411133
13034,79.3310394287109
13061,41.9124221801758
13082,137.197845458984
13094,59.7808494567871
13109,31.5653018951416
13166,45.5240745544434
13206,64.5658416748047
13239,80.6936187744141
13349,44.7256202697754
