Step,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Mean,StDev,Min,Max
99,-538.173706054688,-384.263244628906,-988.863037109375,-884.511413574219,-1062.89709472656,-895.403686523438,-1167.48303222656,-908.124694824219,-789.515502929688,-1017.51916503906,-863.675457763672,239.45118519585,-1167.48303222656,-384.263244628906
100,-984.440979003906,-906.97314453125,-902.95263671875,-903.283386230469,-777.034851074219,-898.735717773437,-933.250366210937,-1079.75280761719,-519.684875488281,-1017.80456542969,-892.391333007813,154.083555529782,-1079.75280761719,-519.684875488281
101,-771.474731445313,-552.612976074219,-730.198181152344,-395.459228515625,-756.4482421875,-1129.42565917969,-968.109924316406,-996.041442871094,-645.057067871094,-918.313842773438,-786.314129638672,222.056855058142,-1129.42565917969,-395.459228515625
102,-919.256958007813,-644.756591796875,-1105.54089355469,-557.277893066406,-761.352661132813,-1346.92956542969,-396.121154785156,-257.842956542969,-652.593078613281,-903.534057617187,-754.520581054687,326.604461842762,-1346.92956542969,-257.842956542969
103,-1190.51989746094,-515.359680175781,-577.760314941406,-897.105590820313,-1110.158203125,-1214.36315917969,-1222.59240722656,-6.77764844894409,-766.8388671875,-1011.03161621094,-851.250738477707,392.625702091809,-1222.59240722656,-6.77764844894409
104,-515.7822265625,-651.906066894531,-962.803405761719,-988.638122558594,-854.499572753906,-1131.81970214844,-1169.78186035156,-761.776977539062,-513.764587402344,-777.904968261719,-832.867749023438,232.782922345071,-1169.78186035156,-513.764587402344
105,-1065.34582519531,-782.066223144531,-895.571716308594,-409.170349121094,-1059.71276855469,-402.736480712891,-1322.83276367188,-130.027587890625,-134.013366699219,-890.918640136719,-709.239572143555,414.933434573292,-1322.83276367188,-130.027587890625
106,-1026.42175292969,-840.196105957031,-389.161254882812,-258.500305175781,-899.876281738281,-794.830200195313,-1325.50402832031,-505.289154052734,-6.71585035324097,-1084.25903320313,-713.075396680832,411.291727976651,-1325.50402832031,-6.71585035324097
107,-617.392883300781,-636.730712890625,-658.461364746094,-5.2280764579773,-269.487701416016,-899.24267578125,-1175.86999511719,-755.412292480469,-919.244506835937,-775.048461914063,-671.21186709404,332.538141392721,-1175.86999511719,-5.2280764579773
108,-748.55810546875,-609.77099609375,-1094.6201171875,-784.963989257813,-392.767822265625,-1249.76123046875,-1226.81408691406,-508.308746337891,-879.382995605469,-654.810791015625,-814.975888061523,295.592906045825,-1249.76123046875,-392.767822265625
