Step,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Mean,StDev,Min,Max
100,-130.800704956055,-244.734878540039,-538.742004394531,-259.287933349609,-245.651779174805,-3.45656704902649,-474.053192138672,-124.324829101563,-126.132118225098,-507.016540527344,-265.420054745674,183.640358203675,-538.742004394531,-3.45656704902649
101,-257.920776367187,-123.709022521973,-248.40576171875,-2.25895357131958,-132.756790161133,-255.041732788086,-500.025665283203,-124.055595397949,-381.039459228516,-2.97344398498535,-202.81872010231,158.278678485936,-500.025665283203,-2.25895357131958
102,-377.248352050781,-126.993507385254,-130.318511962891,-243.478652954102,-370.070739746094,-497.510467529297,-384.555084228516,-3.13466930389404,-2.65329265594482,-255.69352722168,-239.165680503845,170.115610440207,-497.510467529297,-2.65329265594482
103,-125.424423217773,-1025.45764160156,-495.103729248047,-124.929222106934,-239.634704589844,-1025.63818359375,-938.337829589844,-127.363052368164,-128.183959960938,-253.944427490234,-448.401717376709,395.019729061188,-1025.63818359375,-124.929222106934
104,-124.161277770996,-248.143981933594,-637.635375976562,-374.044006347656,-1.14620137214661,-602.852233886719,-244.94743347168,-1.31776487827301,-254.249877929688,-130.696395874023,-261.919454944134,221.765366732197,-637.635375976562,-1.14620137214661
105,-1025.72131347656,-126.587661743164,-8.37515926361084,-1.7508260011673,-518.204406738281,-392.259613037109,-377.094604492187,-1.07036626338959,-240.782348632812,-6.63448238372803,-269.848078203201,327.048596114492,-1025.72131347656,-1.07036626338959
106,-126.655632019043,-121.99210357666,-486.391815185547,-351.520721435547,-125.14323425293,-250.159149169922,-359.856109619141,-492.814544677734,-249.157302856445,-127.376823425293,-269.106743621826,147.494024018034,-492.814544677734,-121.99210357666
107,-369.782775878906,-512.005676269531,-522.688415527344,-239.443588256836,-236.260543823242,-117.437805175781,-853.552856445313,-227.061584472656,-125.003517150879,-253.693374633789,-345.693013763428,227.081791451358,-853.552856445313,-117.437805175781
108,-397.229553222656,-126.331047058105,-399.296325683594,-903.618896484375,-777.8876953125,-367.390838623047,-136.241256713867,-422.53369140625,-255.095199584961,-510.045532226563,-429.567003631592,250.962394731597,-903.618896484375,-126.331047058105
109,-401.659118652344,-233.087280273437,-987.549438476563,-241.99284362793,-11.4390268325806,-378.878601074219,-258.949279785156,-257.253753662109,-646.924682617188,-511.708068847656,-392.944209384918,271.35327576129,-987.549438476563,-11.4390268325806
110,-245.227630615234,-127.737442016602,-2.74019742012024,-369.14013671875,-1.67850375175476,-458.895721435547,-126.788124084473,-6.76910352706909,-378.068450927734,-2.44336867332458,-171.948867917061,178.485024483737,-458.895721435547,-1.67850375175476
111,-124.308433532715,-243.198135375977,-127.679649353027,-128.565444946289,-904.1923828125,-124.904693603516,-127.986793518066,-1.20154750347137,-800.950012207031,-265.919036865234,-284.890612971783,308.686003618569,-904.1923828125,-1.20154750347137
112,-124.700401306152,-122.032661437988,-1.31789648532867,-357.143371582031,-257.606140136719,-4.05754995346069,-758.066528320313,-243.787063598633,-130.568023681641,-469.398406982422,-246.867804348469,232.478293178459,-758.066528320313,-1.31789648532867
113,-123.957611083984,-123.597709655762,-244.261840820312,-131.751800537109,-2.17674279212952,-245.30793762207,-252.748870849609,-8.78500366210938,-284.22412109375,-128.782348632813,-154.559398674965,100.158942919852,-284.22412109375,-2.17674279212952
114,-890.816650390625,-364.515533447266,-121.339042663574,-3.45646905899048,-2.76689958572388,-891.602722167969,-1.44696581363678,-237.618774414062,-126.043823242188,-3.09330725669861,-264.270018804073,351.204122398196,-891.602722167969,-1.44696581363678
115,-124.67163848877,-127.919082641602,-381.969696044922,-904.844604492187,-357.15234375,-121.565322875977,-132.704040527344,-120.641510009766,-130.923568725586,-376.487579345703,-277.887938690186,248.935152278442,-904.844604492187,-120.641510009766
116,-1.37919199466705,-753.072998046875,-630.569763183594,-409.068511962891,-237.980087280273,-130.830169677734,-245.206161499023,-115.458099365234,-129.902526855469,-506.279174804688,-315.974668467045,248.121198892917,-753.072998046875,-1.37919199466705
117,-234.496398925781,-124.570426940918,-125.150100708008,-380.677795410156,-384.904388427734,-128.094497680664,-639.700805664063,-383.855712890625,-253.075302124023,-4.11152935028076,-265.863695812225,185.42305003705,-639.700805664063,-4.11152935028076
118,-127.181365966797,-686.801513671875,-125.551803588867,-358.186401367188,-1.12409842014313,-337.228576660156,-253.292221069336,-509.689239501953,-132.024063110352,-124.635704040527,-265.571498739719,210.100193480528,-686.801513671875,-1.12409842014313
