Step,Value,Min,Max,Error
104,-380.8779296875,-460.8811340332031,-329.0627136230469,39.40352630615234
105,-368.9626770019531,-451.3260498046875,-315.3127746582031,40.80168533325195
106,-358.8924560546875,-437.47552490234375,-301.8147277832031,40.440277099609375
107,-349.41522216796875,-428.6582946777344,-294.1015625,39.62056350708008
108,-337.416748046875,-413.9178771972656,-282.95306396484375,39.00142288208008
109,-327.4209899902344,-399.68695068359375,-273.39505004882807,38.30562973022461
110,-317.5533447265625,-392.01934814453125,-262.4345703125,38.74407196044922
111,-306.1678161621094,-381.1913146972656,-252.4683380126953,39.0977783203125
112,-297.3492431640625,-371.6065979003906,-242.7393493652344,39.692195892333984
113,-290.35052490234375,-362.3389587402344,-235.9552459716797,39.59136581420898
114,-283.5143127441406,-355.2477111816406,-231.6638336181641,38.77886581420898
115,-274.6356201171875,-346.90045166015625,-223.3364105224609,37.83225631713867
116,-265.68252563476557,-335.85333251953125,-212.30856323242188,36.17687606811523
117,-257.78863525390625,-324.9153747558594,-201.09255981445312,35.670166015625
118,-248.8916015625,-312.6177673339844,-190.2393493652344,34.44779586791992
119,-240.1106414794922,-301.4349060058594,-184.23883056640625,33.87990188598633
120,-231.6587371826172,-294.49639892578125,-170.84375,34.487594604492195
121,-223.9032287597656,-286.9483337402344,-171.91339111328125,33.574058532714844
122,-217.7240753173828,-273.73452758789057,-172.9561309814453,31.01479339599609
123,-209.2225799560547,-266.318603515625,-161.8184051513672,30.09848022460937
124,-202.5896148681641,-255.0792388916016,-161.86434936523438,28.46479415893555
125,-197.6103057861328,-244.7873077392578,-156.86294555664062,28.98219871520996
126,-191.93736267089844,-232.9313507080078,-147.4264373779297,27.478614807128906
127,-188.3134765625,-227.47946166992188,-147.44854736328125,26.25680923461914
128,-184.0446929931641,-221.03062438964844,-148.6610107421875,23.796180725097656
129,-181.10890197753903,-218.51548767089844,-148.68405151367188,21.268617630004886
130,-179.0260009765625,-219.492919921875,-146.1287841796875,21.58810234069824
131,-175.68161010742188,-211.9466857910156,-143.64553833007812,19.93954467773437
132,-172.8546600341797,-211.04537963867188,-142.3456268310547,19.636606216430664
133,-171.1743927001953,-203.43832397460938,-138.51771545410156,18.158931732177734
134,-169.91250610351562,-195.9731903076172,-131.5384521484375,18.185457229614254
135,-168.3698272705078,-195.0115203857422,-132.48951721191406,17.209056854248047
136,-165.2844696044922,-193.5643310546875,-131.26156616210938,17.75697135925293
137,-162.31829833984375,-195.8642425537109,-129.88508605957028,17.08358383178711
138,-161.14060974121094,-197.030029296875,-128.62442016601562,16.95943260192871
139,-160.50289916992188,-194.45904541015625,-129.85429382324222,16.060705184936527
140,-159.20474243164062,-194.45111083984372,-128.47642517089844,16.125986099243164
