Step,Value,Min,Max,Error
149,-153.44174194335938,-361.0884094238281,-2.643871068954468,78.6467056274414
150,-251.8047637939453,-1522.4913330078125,-1.8280221223831177,332.8552551269531
151,-202.5176086425781,-405.4789733886719,-120.8012466430664,87.44134521484375
152,-154.18377685546875,-383.9941101074219,-0.8220194578170776,107.22062683105469
153,-155.38937377929688,-379.2892456054688,-1.3337424993515017,98.32164001464844
154,-227.86595153808597,-1493.495361328125,-1.4032626152038574,332.0501403808594
155,-132.1822509765625,-377.5104064941406,-0.9637613296508788,89.66281127929688
156,-176.4125213623047,-412.09375,-1.5459634065628052,104.67449951171876
157,-249.6375732421875,-1527.810791015625,-0.6992509961128235,342.314697265625
158,-169.06552124023438,-698.1719360351562,-2.0849370956420903,148.5112762451172
159,-165.72987365722656,-388.9438171386719,-0.7812210321426392,106.22943878173828
160,-299.12493896484375,-1515.3331298828125,-1.7202467918395996,451.94580078125
161,-177.31246948242188,-341.9891357421875,-1.906591892242432,93.3767547607422
162,-223.63070678710938,-1557.4150390625,-0.17838531732559204,341.03729248046875
163,-254.8602600097656,-1534.6163330078125,-0.3094461560249329,334.540771484375
164,-150.0565948486328,-354.3116455078125,-1.550098538398743,99.35433197021484
165,-132.20718383789062,-248.5191650390625,-0.4897379875183106,65.83219909667969
166,-175.54136657714844,-434.5626831054688,-1.1590352058410645,120.3160171508789
167,-169.40011596679688,-381.4500732421875,-1.3347512483596802,110.85016632080078
168,-163.6180877685547,-380.7637023925781,-1.3969578742980957,82.36988067626953
169,-273.49774169921875,-1491.53271484375,-0.09631387144327164,336.4952392578125
170,-190.2938690185547,-398.3355712890625,-2.492398977279663,109.85172271728516
171,-171.3544158935547,-379.7526550292969,-0.8049163818359375,104.0663604736328
172,-166.57679748535156,-386.92877197265625,-0.6676492094993591,107.96815490722656
173,-120.23381042480469,-375.9232177734375,-0.434867262840271,79.73677825927734
174,-172.68069458007812,-431.3587646484375,-1.9282664060592647,100.86739349365234
175,-126.26427459716795,-263.22369384765625,-0.4506313800811768,86.98377990722656
176,-154.12469482421875,-307.3973083496094,-1.2384830713272097,94.5659408569336
177,-142.6445770263672,-260.32192993164057,-2.2967891693115234,72.03423309326172
178,-145.5003204345703,-429.1724853515625,-1.5007389783859253,127.4290542602539
179,-213.00534057617188,-499.60003662109375,-3.3605451583862305,107.64185333251952
180,-252.93988037109372,-1491.204833984375,-1.248646259307861,320.4657287597656
181,-231.99725341796875,-1492.863525390625,-1.2937068939208984,334.3443908691406
182,-226.9973602294922,-767.42626953125,-2.069996118545532,173.63272094726562
183,-156.49212646484375,-263.08474731445307,-1.937818169593811,79.78108215332031
184,-259.21298217773443,-1491.66748046875,-2.8103725910186768,321.1872253417969
185,-248.86956787109372,-1496.4010009765625,-1.7581764459609983,325.3929748535156
186,-263.49530029296875,-1499.28564453125,-1.4875491857528689,322.68414306640625
187,-186.60520935058597,-1366.6971435546875,-1.4853113889694214,310.3343811035156
188,-165.2362060546875,-398.4015502929688,-2.1919512748718257,120.53112030029295
189,-207.4405517578125,-1053.432373046875,-1.3175137042999268,232.5991973876953
190,-167.3946990966797,-264.63348388671875,-1.5120997428894043,83.22453308105469
191,-222.91986083984372,-1611.22021484375,-2.2741053104400635,358.7690734863281
192,-91.22950744628906,-236.54534912109372,-1.4654552936553955,70.17802429199219
193,-203.4279022216797,-369.2666320800781,-3.5913069248199463,104.02603149414062
194,-220.1793212890625,-924.0764770507812,-1.869062423706055,201.5501251220703
195,-162.5323028564453,-433.9516296386719,-1.5806032419204712,105.94424438476562
196,-197.65370178222656,-1115.5841064453123,-1.4212679862976074,247.15708923339844
197,-276.748291015625,-1503.2840576171875,-1.4557515382766724,420.2085571289063
198,-300.5784912109375,-1505.294677734375,-1.4530246257781982,422.00482177734375
199,-143.0709228515625,-270.34732055664057,-1.571133375167847,94.90709686279295
200,-153.20030212402344,-252.0419921875,-1.3466454744338991,64.53317260742189
