Wall time,Step,Value
1554987825.6832035,1,50.605735778808594
1554987825.88489,2,40.507259368896484
1554987826.1129465,3,31.171796798706055
1554987826.3240185,4,29.297748565673828
1554987826.5415273,5,27.27989959716797
1554987826.7679954,6,26.949501037597656
1554987826.9793472,7,24.881994247436523
1554987827.179328,8,24.041431427001953
1554987827.4155583,9,22.51848030090332
1554987830.6126428,10,23.550676345825195
1554987830.8983834,11,22.207426071166992
1554987831.3000739,12,20.789966583251953
1554987832.1303997,13,19.15998649597168
1554987834.3009124,14,18.675430297851562
1554987837.467381,15,17.35947608947754
1554987840.6040778,16,17.511592864990234
1554987844.0898602,17,15.840407371520996
1554987848.2641609,18,15.9425630569458
1554987852.136271,19,16.708499908447266
1554987859.0070224,20,16.925498962402344
1554987862.747682,21,16.880033493041992
1554987865.9758496,22,16.68255615234375
1554987870.2199368,23,16.394445419311523
1554987873.6819472,24,16.176025390625
1554987877.374414,25,16.59596824645996
1554987881.6395178,26,16.236209869384766
1554987885.6874275,27,16.458499908447266
1554987889.2793434,28,16.29061508178711
1554987892.6790242,29,16.325347900390625
1554987899.2837183,30,16.05583381652832
1554987903.2016435,31,16.108009338378906
1554987906.89971,32,15.961291313171387
1554987910.7013984,33,15.754715919494629
1554987913.747183,34,15.72446346282959
1554987917.241199,35,15.819067001342773
1554987920.6620324,36,15.450607299804688
1554987924.075642,37,15.374363899230957
1554987927.2487733,38,15.6437349319458
1554987930.4212348,39,15.677979469299316
1554987936.0150836,40,15.495420455932617
1554987939.352364,41,15.479490280151367
1554987942.396885,42,15.312418937683105
1554987945.5942092,43,15.291621208190918
1554987948.7424169,44,15.063579559326172
1554987952.3827887,45,15.122236251831055
1554987955.2181907,46,15.157737731933594
1554987958.227444,47,14.877365112304688
1554987961.041694,48,14.663700103759766
1554987964.0281465,49,14.46187686920166
1554987969.917292,50,13.997931480407715
1554987972.6213946,51,14.079963684082031
1554987975.8662739,52,13.73021125793457
1554987978.75862,53,13.68261432647705
1554987981.595918,54,13.517970085144043
1554987983.9137654,55,13.357741355895996
1554987987.0007517,56,13.192946434020996
1554987989.3789964,57,13.09549617767334
1554987991.8469841,58,12.89570426940918
1554987993.6543941,59,12.675670623779297
1554987998.9026427,60,12.501249313354492
1554988001.1329806,61,12.3060884475708
1554988003.4993577,62,12.14449405670166
1554988006.1036954,63,11.907642364501953
1554988008.0385947,64,11.723712921142578
1554988010.0272362,65,11.537580490112305
1554988012.2408078,66,11.353862762451172
1554988014.2473066,67,11.163185119628906
1554988016.534884,68,11.015301704406738
1554988018.455004,69,10.851531982421875
1554988023.101747,70,10.737133026123047
1554988025.1339245,71,10.615984916687012
1554988027.1623082,72,10.489349365234375
1554988029.3210106,73,10.184952735900879
1554988031.3575828,74,10.051139831542969
1554988033.7049615,75,9.935864448547363
1554988035.4992616,76,9.780122756958008
1554988037.7213726,77,9.615497589111328
1554988039.4655693,78,9.474044799804688
1554988041.0642085,79,9.339360237121582
1554988044.3084776,80,9.228312492370605
1554988046.045693,81,9.137503623962402
1554988047.7121413,82,9.027360916137695
1554988049.3438978,83,8.877910614013672
1554988050.9574451,84,8.751277923583984
1554988052.949975,85,8.659172058105469
1554988054.7260375,86,8.563785552978516
1554988056.556907,87,8.478097915649414
1554988058.3196485,88,8.38074779510498
1554988060.0486915,89,8.302143096923828
1554988062.5906553,90,8.220474243164062
1554988064.397306,91,8.221817970275879
1554988065.9894662,92,8.154088020324707
1554988067.7691479,93,8.174501419067383
1554988069.2494855,94,8.102067947387695
1554988070.8781164,95,8.099245071411133
1554988072.5815425,96,8.042603492736816
1554988074.218168,97,7.980989456176758
1554988076.1779773,98,7.930495738983154
1554988077.7542448,99,7.8757004737854
1554988080.7166264,100,7.812938213348389
1554988082.5483077,101,7.649616241455078
1554988084.117548,102,7.523592948913574
1554988085.8247952,103,7.4752092361450195
1554988087.34547,104,7.5535502433776855
1554988088.7027857,105,7.35761833190918
1554988090.223679,106,7.298566818237305
1554988091.792423,107,7.582767486572266
1554988093.3383934,108,7.629867076873779
1554988094.6503034,109,7.8149542808532715
1554988097.17918,110,7.811591148376465
1554988098.9022563,111,7.82820987701416
1554988100.4819632,112,7.876734256744385
1554988102.1918073,113,7.80016565322876
1554988104.0084422,114,7.980133056640625
1554988105.5898175,115,8.076759338378906
1554988107.2847056,116,7.892054080963135
1554988108.810095,117,7.7427778244018555
1554988110.0676358,118,7.578705787658691
1554988111.6593766,119,7.5196685791015625
1554988114.1901395,120,7.671103000640869
1554988115.6171467,121,7.657750129699707
1554988117.6172986,122,7.479755401611328
1554988118.9665184,123,7.508425235748291
1554988120.6865582,124,7.5388288497924805
1554988122.1633713,125,7.527617931365967
1554988123.5954375,126,7.59757661819458
1554988125.1077158,127,7.69072961807251
1554988126.670864,128,7.6336517333984375
1554988128.167721,129,7.57612419128418
1554988130.4301329,130,7.710128307342529
1554988132.0868835,131,7.63785457611084
1554988133.8320208,132,7.96951150894165
1554988134.9977977,133,7.8560333251953125
1554988136.6169813,134,7.842145919799805
1554988138.2229676,135,7.848543643951416
1554988139.6957383,136,7.8056488037109375
1554988141.431748,137,7.737456798553467
1554988143.0014796,138,7.985001564025879
1554988144.56034,139,8.14886474609375
1554988146.7065663,140,8.461780548095703
1554988148.1056364,141,8.467109680175781
1554988149.7943978,142,8.680634498596191
1554988151.0958993,143,8.868782043457031
1554988152.5418172,144,8.835319519042969
1554988153.9896195,145,8.832776069641113
1554988155.1989627,146,8.874906539916992
1554988156.7532413,147,9.112192153930664
1554988158.0936198,148,9.383162498474121
1554988159.9095104,149,9.613367080688477
1554988162.3276868,150,9.890538215637207
1554988163.611704,151,9.99219036102295
1554988164.9569812,152,10.31919002532959
1554988166.7210882,153,10.610107421875
1554988168.2112956,154,10.905343055725098
1554988169.657481,155,10.960901260375977
1554988170.9223747,156,11.004014015197754
1554988172.3837597,157,11.059359550476074
1554988173.698046,158,11.105852127075195
1554988175.0001726,159,11.055122375488281
1554988177.3985472,160,11.116364479064941
1554988178.6593244,161,11.141009330749512
1554988179.908092,162,11.145861625671387
1554988181.2692153,163,11.174038887023926
1554988182.5091732,164,11.207804679870605
1554988183.8430321,165,11.214125633239746
1554988185.2592773,166,11.306353569030762
1554988186.4736779,167,11.267753601074219
1554988188.0380676,168,11.230146408081055
1554988189.155352,169,11.203133583068848
1554988191.166993,170,11.238310813903809
1554988192.592052,171,11.223283767700195
1554988193.8795166,172,11.246914863586426
1554988195.0676236,173,11.26800537109375
1554988196.390247,174,11.400395393371582
1554988197.4561281,175,11.377360343933105
1554988198.6720905,176,11.388570785522461
1554988200.0506618,177,11.375256538391113
1554988201.027242,178,11.385698318481445
1554988202.3454986,179,11.554401397705078
1554988204.4396694,180,11.734716415405273
1554988205.5848205,181,11.72750473022461
1554988206.5761676,182,11.7310152053833
1554988207.5708475,183,11.724344253540039
1554988208.714498,184,11.734882354736328
1554988209.5967214,185,11.695549964904785
1554988210.677528,186,11.650797843933105
1554988211.8244154,187,11.619731903076172
1554988212.7353945,188,11.607139587402344
1554988213.6819942,189,11.582643508911133
1554988215.4135044,190,11.540947914123535
1554988216.3842692,191,11.466979026794434
1554988217.5273669,192,11.451861381530762
1554988218.4689295,193,11.441993713378906
1554988219.3466363,194,11.392109870910645
1554988220.21487,195,11.300514221191406
1554988221.171732,196,11.25133228302002
1554988222.0404952,197,11.213456153869629
1554988222.9971635,198,10.945894241333008
1554988223.9498477,199,10.900442123413086
1554988225.2123208,200,10.841682434082031
1554988225.9038174,201,10.758406639099121
1554988226.7232046,202,10.685161590576172
1554988227.5271065,203,10.617241859436035
1554988228.3447614,204,10.546798706054688
1554988229.2388504,205,10.26953125
1554988230.0218384,206,10.010000228881836
1554988230.7911382,207,9.924628257751465
1554988231.6405098,208,9.64991569519043
1554988232.6000853,209,9.63288402557373
1554988233.9074092,210,9.386555671691895
1554988234.7269692,211,9.300146102905273
1554988235.5058038,212,9.214176177978516
1554988236.3603413,213,8.95483684539795
1554988237.071216,214,8.67590618133545
1554988237.8553588,215,8.615880966186523
1554988238.6332414,216,8.520895957946777
1554988239.4378982,217,8.430060386657715
1554988240.3701792,218,8.381257057189941
1554988241.2627811,219,8.11656665802002
1554988242.6270998,220,7.889005661010742
1554988243.4509692,221,7.862547874450684
1554988244.2283254,222,7.770110607147217
1554988245.0338597,223,7.727428913116455
1554988245.7419388,224,7.68021821975708
1554988246.4562907,225,7.644329071044922
1554988247.1902764,226,7.6097612380981445
1554988247.9356353,227,7.53644323348999
1554988248.7332315,228,7.466534614562988
1554988249.4639437,229,7.357124328613281
1554988250.5851982,230,7.055488109588623
1554988251.3828332,231,6.743972301483154
1554988252.0825877,232,6.495843410491943
1554988252.8317235,233,6.470343112945557
1554988253.595873,234,6.347203731536865
1554988254.3173575,235,6.271152019500732
1554988255.0537405,236,6.148310661315918
1554988255.7617447,237,5.858683109283447
1554988256.5115988,238,5.627934455871582
1554988257.3159897,239,5.5032572746276855
1554988258.4936144,240,5.282283306121826
1554988259.2311532,241,5.262277126312256
1554988259.841908,242,5.05907678604126
1554988260.584478,243,4.888830661773682
1554988261.3215108,244,4.590515613555908
1554988262.051622,245,4.514809608459473
1554988262.787715,246,4.477089881896973
1554988263.4102392,247,4.348613739013672
1554988264.1080725,248,4.2716383934021
1554988264.8151433,249,3.9085960388183594
1554988266.0155206,250,3.854118824005127
1554988266.8046365,251,3.5536105632781982
1554988267.524613,252,3.5289604663848877
1554988268.252013,253,3.50742244720459
1554988268.9542937,254,3.5547754764556885
1554988269.6773288,255,3.480968475341797
1554988270.4307046,256,3.435922861099243
1554988271.2097898,257,3.333111524581909
1554988271.888018,258,3.25789737701416
1554988272.579968,259,3.186105489730835
1554988273.6518621,260,2.903914213180542
1554988274.3717227,261,2.801483392715454
1554988275.027892,262,2.7243688106536865
1554988275.6762073,263,2.478254795074463
1554988276.3160331,264,2.421081781387329
1554988276.9431422,265,2.400242805480957
1554988277.7094104,266,2.184243679046631
1554988278.4258676,267,2.1610634326934814
1554988279.1503708,268,2.101846933364868
1554988279.8338132,269,2.057086706161499
1554988280.921927,270,2.0397098064422607
1554988281.531597,271,1.9859760999679565
1554988282.1919084,272,1.947367548942566
1554988282.859055,273,1.939315915107727
1554988283.6165628,274,1.8155287504196167
1554988284.3285117,275,1.8096258640289307
1554988284.987183,276,1.7533206939697266
1554988285.6160004,277,1.7151603698730469
1554988286.3328357,278,1.705610752105713
1554988286.9762235,279,1.6890331506729126
1554988287.9440105,280,1.7276238203048706
1554988288.6986337,281,1.704207181930542
1554988289.3399794,282,1.7106889486312866
1554988289.96816,283,1.7071069478988647
1554988290.6622386,284,1.720888376235962
1554988291.344072,285,1.712242841720581
1554988291.9577975,286,1.6489943265914917
1554988292.576249,287,1.6139293909072876
1554988293.2910948,288,1.6153665781021118
1554988293.897954,289,1.6069098711013794
1554988294.9093802,290,1.5690523386001587
1554988295.513188,291,1.5618443489074707
1554988296.2590637,292,1.5464524030685425
1554988296.968173,293,1.5408070087432861
1554988297.63802,294,1.5260354280471802
1554988298.2987857,295,1.5212496519088745
1554988299.0100327,296,1.4860988855361938
1554988299.6585963,297,1.482665777206421
1554988300.245345,298,1.4711624383926392
1554988300.909577,299,1.4603956937789917
1554988302.2089365,300,1.5688220262527466
