Wall time,Step,Value,Min,Max,Error
1555199383.36054,1,-33.0123405456543,-35.132453918457,-30.9955272674561,0.995041191577911
1555199383.41481,2,-33.1828689575195,-34.3508949279785,-31.2335929870605,0.702733814716339
1555199383.48142,3,-33.2627639770508,-33.9992599487305,-32.2729644775391,0.466848105192184
1555199383.53575,4,-33.2212677001953,-34.0053329467773,-32.4646873474121,0.444421947002411
1555199383.5897,5,-32.1640815734863,-33.9444198608398,-12.0632181167603,4.62344264984131
1555199383.64409,6,-32.4044075012207,-34.0394287109375,-15.5303792953491,3.88547158241272
1555199383.69907,7,-32.5131683349609,-33.8203048706055,-18.0389671325684,3.33237886428833
1555199383.75234,8,-32.5941467285156,-33.6490936279297,-19.7890720367432,2.94615912437439
1555199383.80828,9,-32.6694602966309,-33.6841239929199,-21.3024673461914,2.61891722679138
1555199411.78681,10,-32.7534790039063,-33.828971862793,-22.3579406738281,2.40159130096436
1555199416.63635,11,-25.0507335662842,-32.6212120056152,-21.7586441040039,4.21705865859985
1555199421.57901,12,-21.1580219268799,-31.4837188720703,-13.1149368286133,5.58921480178833
1555199427.18387,13,-19.1293888092041,-30.2309398651123,-5.52755928039551,8.19159126281738
1555199432.68179,14,-18.2757968902588,-30.3631801605225,0.847670257091522,9.60873126983643
1555199437.30943,15,-15.6040067672729,-33.0311622619629,6.74296855926514,11.1763229370117
1555199442.11389,16,-13.4971475601196,-34.9023208618164,7.61877679824829,12.209433555603
1555199447.26164,17,-11.377649307251,-36.8779182434082,12.7514305114746,13.819561958313
1555199452.16115,18,-9.86203956604004,-38.8510398864746,16.2835140228271,15.2494840621948
1555199457.03785,19,-8.37704849243164,-40.2504768371582,17.0930671691895,16.5169696807861
1555199489.74009,20,-6.52213048934937,-41.1568641662598,20.0058822631836,18.2522125244141
1555199494.53527,21,-4.9969539642334,-41.9721183776855,20.2830371856689,19.2367877960205
1555199500.12605,22,-4.70149707794189,-42.598503112793,22.5828514099121,19.4171562194824
1555199504.7908,23,-3.46453952789307,-43.2644348144531,21.1643257141113,20.3770523071289
1555199509.43444,24,-2.40912675857544,-43.9412231445313,22.0715885162353,20.3328990936279
1555199514.13605,25,-1.05965924263,-44.7769584655762,21.3515377044678,20.3351268768311
1555199518.94724,26,-0.007550024893135,-45.13720703125,24.1695690155029,20.7570171356201
1555199523.85322,27,0.609018981456757,-45.1257438659668,26.7731437683105,21.3704719543457
1555199528.22162,28,2.18363213539124,-45.1314888000488,29.1631336212158,22.1607036590576
1555199533.36498,29,2.8155791759491,-45.1034736633301,28.9992198944092,22.448974609375
1555199565.17179,30,3.26658463478088,-45.0263748168945,29.8379001617432,22.5645961761475
1555199569.60616,31,4.46949148178101,-43.362476348877,31.8366031646728,22.1611156463623
1555199573.19868,32,6.04485654830933,-43.8765144348145,33.5505676269531,22.4136199951172
1555199577.48614,33,6.91721391677856,-44.2410202026367,35.3563842773437,22.2680530548096
1555199581.28338,34,8.16096496582031,-44.4155540466309,36.9808616638184,22.4215202331543
1555199584.55181,35,10.1049957275391,-41.487922668457,38.4551811218262,22.2013149261475
1555199588.54042,36,11.2982721328735,-41.551383972168,39.9410820007324,22.168342590332
1555199592.40471,37,12.6170997619629,-38.0775108337402,41.3524932861328,21.8419799804687
1555199595.63379,38,14.0962696075439,-34.6840400695801,42.570556640625,21.707181930542
1555199599.28429,39,15.5198078155518,-31.5029392242432,43.8536949157715,21.5410404205322
1555199627.54388,40,16.4637012481689,-28.6975440979004,45.1096076965332,21.4294700622559
1555199631.67095,41,17.1638107299805,-28.1046447753906,46.2192916870117,21.3059921264648
1555199635.21,42,17.9541702270508,-28.3117828369141,47.3152809143066,21.30224609375
1555199638.73144,43,18.9116153717041,-28.4173488616943,48.3322525024414,21.3309650421143
1555199642.33384,44,19.7983341217041,-28.607271194458,49.3923492431641,21.3561992645264
1555199645.91585,45,20.637113571167,-28.6921863555908,50.3496704101562,21.5113124847412
1555199649.19401,46,21.7524471282959,-28.6103134155273,51.1856460571289,21.3985691070557
1555199652.87659,47,22.5295467376709,-28.634744644165,52.0544853210449,21.4642696380615
1555199656.44823,48,23.4243335723877,-28.5483798980713,52.8972053527832,21.3760471343994
1555199660.29895,49,24.0119457244873,-28.4512386322021,53.6143836975098,21.5250778198242
1555199685.45771,50,24.8146228790283,-28.3710498809814,54.2258224487305,21.6199855804443
1555199688.90468,51,25.6590728759766,-28.2262649536133,54.8796195983887,21.6229286193848
1555199691.92823,52,26.5332107543945,-25.8776226043701,55.5323791503906,21.452657699585
1555199694.52965,53,27.6190814971924,-23.7772579193115,56.1960830688477,21.1031265258789
1555199697.11989,54,28.4456558227539,-21.7235069274902,56.8786163330078,21.0398654937744
1555199699.94418,55,29.3499431610107,-19.763708114624,57.5235443115234,20.709415435791
1555199702.53965,56,30.2069969177246,-17.8113479614258,58.0421485900879,20.4672622680664
1555199705.23577,57,30.9370517730713,-15.8994264602661,58.549690246582,20.3643398284912
1555199707.70437,58,31.7475643157959,-14.1246776580811,59.1239891052246,20.134937286377
1555199711.3149,59,32.0810356140137,-14.2473850250244,59.6884346008301,20.4656105041504
1555199733.17267,60,32.6431274414062,-14.2445402145386,60.2826385498047,20.6276302337646
1555199736.62747,61,33.0842895507813,-14.256911277771,60.8431777954102,20.6491374969482
1555199739.04319,62,33.8128471374512,-12.5235633850098,61.3352775573731,20.5391063690186
1555199741.04163,63,34.6340866088867,-10.8188533782959,61.8659477233887,20.2460079193115
1555199743.44058,64,35.2037200927734,-9.22119617462158,62.362964630127,20.2827014923096
1555199745.48978,65,35.9670104980469,-7.67702865600586,62.8237419128418,20.0279655456543
1555199747.91472,66,36.5858764648438,-6.16256904602051,63.2803115844727,19.7861289978027
1555199750.24459,67,37.1930122375488,-4.67493867874146,63.662467956543,19.5043106079102
1555199752.4235,68,37.8713226318359,-3.2661349773407,64.1166610717773,19.2590465545654
1555199754.99154,69,38.316822052002,-1.86242377758026,64.5490341186523,19.1929817199707
1555199773.67944,70,38.8994331359863,-1.30896258354187,64.9539794921875,19.0424518585205
1555199776.19203,71,39.4003829956055,-0.762621879577637,65.3594741821289,18.943962097168
1555199778.23472,72,39.9351615905762,0.107677772641182,65.7731781005859,18.6768379211426
1555199780.74093,73,40.3536224365234,1.30535101890564,66.1831436157227,18.503963470459
1555199783.07118,74,40.8195686340332,0.221171721816063,66.5337524414062,18.4939804077148
1555199785.32366,75,41.3544845581055,0.724345862865448,66.9074401855469,18.3322086334229
1555199787.89854,76,41.707103729248,-0.237385615706444,67.2473297119141,18.3994808197021
1555199790.06528,77,42.087272644043,-1.20054709911346,67.5887985229492,18.4165458679199
1555199791.98131,78,42.6263656616211,-0.346536487340927,67.8976821899414,18.2235908508301
1555199794.51791,79,42.9858207702637,0.109890319406986,68.2266616821289,18.1180095672607
1555199809.2238,80,43.2909736633301,0.838622689247131,68.5717620849609,18.0274448394775
1555199811.68391,81,43.5323638916016,1.49877405166626,68.8712158203125,17.987756729126
1555199814.04876,82,43.8321266174316,0.562224626541138,69.1968383789063,18.0753307342529
1555199816.42574,83,44.1074523925781,-0.379580944776535,69.4863891601563,18.1860637664795
1555199818.33062,84,44.4306564331055,-1.28758978843689,69.7858963012695,18.2878093719482
1555199820.24725,85,44.8386192321777,-2.17162275314331,70.0615768432617,18.318078994751
