Step,Value,Min,Max,Error
140,-565.6114501953125,-723.1493530273438,-407.2784423828125,91.57536315917969
141,-553.3978881835939,-709.8451538085938,-393.3931274414063,91.93833923339844
142,-542.1813354492189,-696.1065063476562,-382.0835571289063,90.90837097167969
143,-530.8672485351561,-684.7275390625,-370.4686584472656,90.25899505615234
144,-520.3897705078125,-671.0750732421875,-358.9775390625,89.36174774169922
145,-509.59381103515625,-660.3424072265625,-344.66864013671875,89.70339965820312
146,-498.28619384765625,-649.7437744140625,-329.8238220214844,89.75012969970703
147,-488.3396911621094,-638.522705078125,-320.15704345703125,88.77613067626953
148,-476.7277221679688,-626.4177856445312,-308.8550720214844,88.82117462158203
149,-466.4978942871094,-616.5872802734375,-307.2615661621094,87.90876007080078
150,-456.9500732421875,-605.2386474609375,-300.0718078613281,87.6815185546875
151,-447.3123779296875,-595.1299438476562,-290.2292175292969,87.02294158935547
152,-439.131103515625,-584.4270629882812,-279.76144409179693,88.22990417480469
153,-431.2096557617188,-570.7490844726562,-267.76150512695307,86.22358703613281
154,-422.5789489746094,-561.1280517578125,-266.39407348632807,85.2421646118164
155,-411.8849487304688,-547.4345092773439,-256.2821655273437,84.51039123535156
156,-402.6228942871094,-533.7796020507811,-248.34884643554688,83.46678161621094
157,-396.3053283691406,-533.5718383789061,-239.448486328125,83.65987396240234
158,-387.52667236328125,-522.2919311523439,-230.9895172119141,82.68950653076172
159,-377.434814453125,-514.912841796875,-224.7031555175781,81.95604705810547
160,-369.044921875,-501.5279541015625,-213.6987762451172,82.03657531738281
161,-362.6299743652344,-491.0408020019531,-211.23068237304688,79.93807220458984
162,-355.76544189453125,-480.8330078125,-211.0603790283203,77.08645629882812
163,-347.97259521484375,-472.4967041015625,-201.44615173339844,77.69733428955078
164,-341.1981201171875,-466.9136352539063,-201.32525634765625,76.15552520751953
165,-333.6436462402344,-469.3275146484375,-192.7728729248047,75.9342041015625
166,-328.4476013183594,-470.6104431152344,-193.95846557617188,75.08125305175781
167,-320.77630615234375,-455.6755065917969,-187.92079162597656,73.85353088378906
168,-314.35247802734375,-448.828369140625,-187.743408203125,72.16212463378906
169,-308.8425598144531,-441.97747802734375,-183.45887756347656,72.20198822021484
170,-302.6664733886719,-443.1643371582031,-179.58631896972656,73.51152038574219
171,-298.1700439453125,-437.81732177734375,-177.8203887939453,71.26641082763672
172,-293.747314453125,-435.03253173828125,-173.35047912597656,70.65636444091797
173,-290.5909423828125,-436.213134765625,-172.16070556640625,69.64799499511719
174,-287.5567932128906,-439.1500549316406,-168.12435913085938,69.71765899658203
175,-283.2911376953125,-431.1702880859375,-168.0475616455078,66.73887634277344
