Step,Value
0,183.429336547852
1,145.061065673828
2,78.6955261230469
3,107.529945373535
4,158.039108276367
5,131.934722900391
6,161.255828857422
7,78.7312545776367
8,149.725280761719
9,182.476837158203
10,98.3716049194336
11,151.368743896484
12,155.357513427734
13,111.558547973633
14,207.505279541016
15,243.330718994141
16,127.07829284668
17,452.073852539063
18,121.985458374023
19,146.940063476563
20,134.662551879883
21,174.84260559082
22,158.502883911133
23,96.0205764770508
24,155.044525146484
25,89.8382339477539
26,150.050643920898
27,159.524337768555
28,104.820137023926
29,119.983543395996
30,74.2016296386719
32,90.4458770751953
33,138.531784057617
34,235.377395629883
35,123.403511047363
36,85.1963653564453
37,85.7440567016602
38,101.459541320801
39,85.7094192504883
40,128.301864624023
41,142.699798583984
42,115.652763366699
43,130.973602294922
44,104.193328857422
45,107.701942443848
46,78.6667633056641
47,102.214828491211
48,101.164566040039
49,77.7165374755859
50,114.882904052734
51,73.140266418457
52,85.9925842285156
53,80.3116073608399
54,71.8374099731445
55,115.547882080078
56,202.344741821289
57,129.662200927734
58,156.830673217773
59,412.607421875
60,325.390472412109
61,168.574691772461
62,159.97248840332
63,143.875350952148
64,158.804138183594
65,384.962493896484
66,95.9891738891602
67,130.22233581543
68,146.302474975586
69,130.436462402344
70,115.413238525391
71,102.086364746094
72,87.8563766479492
73,112.222526550293
74,65.104621887207
75,102.80110168457
76,180.948379516602
77,197.197296142578
78,250.072662353516
79,173.814086914063
80,137.036880493164
81,201.011779785156
82,149.923889160156
83,127.71117401123
84,130.808685302734
85,201.114242553711
86,157.202621459961
87,91.4886703491211
88,236.549606323242
89,108.847587585449
90,378.336334228516
91,192.574142456055
92,130.575225830078
93,266.23193359375
94,115.244529724121
95,214.195510864258
96,182.1435546875
97,160.391952514648
98,448.332702636719
99,169.261596679688
100,255.141067504883
101,296.814025878906
102,183.116119384766
103,192.163314819336
104,244.223236083984
105,394.448303222656
106,158.387634277344
107,85.3310241699219
108,92.3627166748047
109,290.381805419922
110,138.778610229492
111,240.76188659668
112,137.232315063477
113,119.191673278809
