Wall time,Step,Value
1554983262.7712371,1,-32.16673278808594
1554983263.0500476,2,-29.428485870361328
1554983263.2571633,3,6.284698486328125
1554983263.3378751,4,27.696243286132812
1554983263.619218,5,16.63189697265625
1554983263.9094024,6,10.475367546081543
1554983263.9904544,7,22.198434829711914
1554983264.148659,8,30.199872970581055
1554983264.4296355,9,23.955059051513672
1554983267.5682178,10,30.352785110473633
1554983267.7077448,11,35.43561935424805
1554983267.781268,12,40.242759704589844
1554983268.0027974,13,43.545631408691406
1554983268.3159587,14,38.31452178955078
1554983271.370979,15,40.82415008544922
1554983272.8593814,16,43.92145538330078
1554983278.7918754,17,39.48680114746094
1554983284.4885206,18,35.47679901123047
1554983289.9069886,19,31.984867095947266
1554983298.5294485,20,28.848363876342773
1554983303.4930372,21,30.88094711303711
1554983309.230847,22,27.97220230102539
1554983315.3025403,23,25.164569854736328
1554983321.3246152,24,22.58443260192871
1554983327.3858423,25,20.010835647583008
1554983330.6959212,26,22.546329498291016
1554983336.2451746,27,24.264158248901367
1554983342.022203,28,22.194482803344727
1554983344.0916,29,24.465482711791992
1554983348.8061187,30,26.566255569458008
1554983352.188499,31,28.268386840820312
1554983358.0912743,32,26.26171112060547
1554983359.448852,33,28.239765167236328
1554983362.2018435,34,29.851518630981445
1554983368.0744581,35,27.903701782226562
1554983369.7221458,36,29.65045738220215
1554983372.5530765,37,31.128978729248047
1554983378.6935136,38,29.509801864624023
1554983380.5492792,39,31.006935119628906
1554983385.2566068,40,32.52027130126953
1554983387.5648828,41,33.90901184082031
1554983389.9919872,42,35.18506622314453
1554983395.8322937,43,33.69585418701172
1554983398.725191,44,34.8734016418457
1554983404.1744728,45,33.379295349121094
1554983406.7070684,46,34.43425369262695
1554983410.7265556,47,35.232177734375
1554983414.1361072,48,36.21336364746094
1554983416.1228817,49,37.30305480957031
1554983420.0350902,50,38.40981674194336
1554983422.9087768,51,39.2431755065918
1554983425.5287445,52,40.11562728881836
1554983429.7029507,53,40.80513000488281
1554983431.0424352,54,41.74446487426758
1554983432.5103242,55,42.63961410522461
1554983433.330112,56,43.53744125366211
1554983436.0325344,57,44.27735900878906
1554983438.117895,58,45.0600471496582
1554983439.6875262,59,45.814613342285156
1554983446.3290484,60,46.30519485473633
1554983449.174815,61,46.93424987792969
1554983452.9165494,62,47.371456146240234
1554983455.736902,63,47.87468719482422
1554983457.5143726,64,48.46965789794922
1554983458.2768915,65,49.165550231933594
1554983459.4232566,66,49.849246978759766
1554983460.1623495,67,50.50019073486328
1554983462.978009,68,50.943363189697266
1554983466.0237312,69,51.326045989990234
1554983470.3951566,70,51.8536262512207
1554983473.2768312,71,52.29441452026367
1554983474.887848,72,52.845985412597656
1554983476.1579359,73,53.40309524536133
1554983477.9819653,74,53.87652587890625
1554983480.4136755,75,54.270633697509766
1554983481.4559562,76,54.760414123535156
1554983483.8518171,77,55.18022155761719
1554983485.6239495,78,55.630855560302734
1554983486.6381636,79,56.074623107910156
1554983492.5280252,80,56.434722900390625
1554983495.620009,81,56.76396942138672
1554983497.6292844,82,57.157474517822266
1554983499.260312,83,57.55051803588867
1554983500.790648,84,57.93879318237305
1554983504.5802214,85,58.09539031982422
1554983507.3920722,86,58.324073791503906
1554983509.391941,87,58.62489318847656
1554983513.243801,88,58.81455612182617
1554983514.3920357,89,59.15803146362305
1554983518.05539,90,59.492069244384766
1554983518.7826595,91,59.86619567871094
1554983521.9892328,92,59.99707794189453
1554983524.2498024,93,60.22561264038086
1554983528.1433342,94,60.18417739868164
1554983529.4779832,95,60.461368560791016
1554983533.7716885,96,60.45287322998047
1554983535.9028912,97,60.644107818603516
1554983538.446996,98,60.75690841674805
1554983540.6954937,99,60.913265228271484
1554983543.5678787,100,61.10795211791992
1554983545.8581598,101,62.20512390136719
1554983547.325533,102,63.27875518798828
1554983549.2977118,103,63.2464599609375
1554983550.2874079,104,63.20998001098633
1554983552.6605892,105,64.21473693847656
1554983553.8402994,106,65.28504943847656
1554983554.9930515,107,65.2431640625
1554983556.0682478,108,65.28145599365234
1554983557.6172829,109,66.39227294921875
1554983559.7918642,110,66.38204193115234
1554983561.784277,111,66.2644271850586
1554983563.8944492,112,66.06660461425781
1554983564.9373136,113,66.12298583984375
1554983568.0966382,114,67.03076171875
1554983570.056885,115,67.08118438720703
1554983573.0493915,116,66.84259796142578
1554983575.2553108,117,67.90092468261719
1554983576.3941374,118,69.08698272705078
1554983577.0878458,119,70.34573364257812
1554983581.3617249,120,71.37124633789062
1554983586.064121,121,71.08740997314453
1554983589.66831,122,71.9898681640625
1554983591.4864063,123,73.17623901367188
1554983595.392117,124,74.09944915771484
1554983597.3146605,125,75.27705383300781
1554983600.3876452,126,75.05016326904297
1554983601.740254,127,75.1697998046875
1554983604.1583912,128,76.20478820800781
1554983605.850484,129,76.08900451660156
1554983608.5153291,130,76.0291976928711
1554983612.7514176,131,75.68614196777344
1554983615.3691852,132,76.72552490234375
1554983616.694267,133,76.62646484375
