Step,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Mean,StDev,Min,Max
110,-1042.88244628906,-988.732116699219,-1116.84887695313,-981.55712890625,-963.956848144531,-1075.31591796875,-1182.59191894531,-1038.64440917969,-940.330444335937,-1149.15319824219,-1048.00133056641,82.0097009918122,-1182.59191894531,-940.330444335937
111,-1038.42944335938,-985.896484375,-1111.40930175781,-971.2509765625,-962.318603515625,-1076.099609375,-1177.66271972656,-1028.31970214844,-935.25048828125,-1143.787109375,-1043.04244384766,82.2138594706737,-1177.66271972656,-935.25048828125
112,-1025.10205078125,-978.843200683594,-1109.90808105469,-965.583068847656,-954.990234375,-1072.11584472656,-1172.09252929688,-1022.05950927734,-919.662536621094,-1140.5205078125,-1036.08775634766,84.8841882602186,-1172.09252929688,-919.662536621094
113,-1019.29577636719,-971.767700195313,-1106.90270996094,-955.899841308594,-949.099182128906,-1073.67333984375,-1158.95483398438,-1016.40356445313,-903.69140625,-1134.29260253906,-1028.99809570313,86.2797300462358,-1158.95483398438,-903.69140625
114,-1016.64776611328,-963.454406738281,-1105.6669921875,-946.454528808594,-937.286437988281,-1069.78405761719,-1150.41040039063,-1004.68725585938,-900.143798828125,-1132.53735351563,-1022.70729980469,87.8601287669824,-1150.41040039063,-900.143798828125
115,-1005.92401123047,-957.59716796875,-1101.91394042969,-932.019287109375,-937.613098144531,-1066.71069335938,-1142.75256347656,-1000.72430419922,-893.834350585938,-1123.5927734375,-1016.26821899414,87.8521188315517,-1142.75256347656,-893.834350585938
116,-1001.79180908203,-944.906005859375,-1097.7763671875,-926.700988769531,-939.784301757813,-1067.04748535156,-1138.45812988281,-989.620544433594,-886.592346191406,-1122.056640625,-1011.47346191406,89.3270647136824,-1138.45812988281,-886.592346191406
117,-996.171325683594,-931.875793457031,-1093.95935058594,-918.131652832031,-934.292419433594,-1064.78332519531,-1141.20959472656,-974.586364746094,-878.388244628906,-1117.99780273438,-1005.13958740234,92.9369361266632,-1141.20959472656,-878.388244628906
118,-983.131652832031,-919.603759765625,-1088.97277832031,-910.185913085937,-929.07421875,-1067.86169433594,-1139.96875,-967.900024414062,-870.457641601563,-1110.55773925781,-998.771417236328,95.4389273343883,-1139.96875,-870.457641601563
119,-973.384094238281,-909.972473144531,-1087.65930175781,-902.660217285156,-928.480590820313,-1054.24255371094,-1136.28979492188,-955.425537109375,-862.782836914063,-1104.06506347656,-991.496246337891,96.3365449277078,-1136.28979492188,-862.782836914063
120,-966.052673339844,-897.998046875,-1091.091796875,-895.882507324219,-930.574768066406,-1048.94128417969,-1130.83215332031,-944.837707519531,-856.043212890625,-1102.90539550781,-986.515954589844,98.6378968873617,-1130.83215332031,-856.043212890625
121,-958.731018066406,-890.459289550781,-1080.24682617188,-887.760986328125,-921.276428222656,-1033.91687011719,-1128.72448730469,-937.655944824219,-851.683471679688,-1098.15478515625,-978.861010742188,98.718207737104,-1128.72448730469,-851.683471679688
122,-947.117553710937,-877.3603515625,-1067.26989746094,-875.79296875,-917.062744140625,-1025.74084472656,-1124.07543945313,-924.835998535156,-847.302307128906,-1094.27111816406,-970.082922363281,99.7933961765168,-1124.07543945313,-847.302307128906
123,-940.128295898438,-869.685302734375,-1060.33813476563,-873.166564941406,-910.696716308594,-1017.05529785156,-1108.16870117188,-916.008178710938,-840.279235839844,-1089.92919921875,-962.545562744141,98.2540020814816,-1108.16870117188,-840.279235839844
124,-929.256408691406,-869.584838867188,-1058.05895996094,-863.14794921875,-907.431640625,-1006.24603271484,-1102.82775878906,-901.359191894531,-835.108154296875,-1089.78247070313,-956.280340576172,99.5320687049798,-1102.82775878906,-835.108154296875
125,-918.754333496094,-855.797790527344,-1048.13891601563,-860.711975097656,-900.009399414063,-995.688781738281,-1097.88061523438,-897.113464355469,-830.946228027344,-1084.33740234375,-948.937890625,99.3955010366134,-1097.88061523438,-830.946228027344
126,-908.663208007813,-847.278625488281,-1049.35986328125,-852.371215820313,-896.621643066406,-992.321533203125,-1091.07861328125,-893.672424316406,-820.251403808594,-1082.19421386719,-943.381274414063,101.790873998597,-1091.07861328125,-820.251403808594
127,-903.59912109375,-847.979797363281,-1045.421875,-839.193176269531,-893.03173828125,-996.002197265625,-1081.36303710938,-889.076171875,-806.702087402344,-1076.60827636719,-937.897747802734,102.941999521111,-1081.36303710938,-806.702087402344
128,-896.99169921875,-843.032287597656,-1036.51000976563,-830.671569824219,-881.429809570312,-994.547180175781,-1070.78295898438,-877.983032226562,-797.260009765625,-1072.48791503906,-930.169647216797,103.728749697361,-1072.48791503906,-797.260009765625
129,-887.735961914063,-843.832336425781,-1032.55810546875,-821.713806152344,-869.899841308594,-991.734497070313,-1061.32165527344,-872.218872070313,-785.885803222656,-1067.55065917969,-923.445153808594,104.73342801607,-1067.55065917969,-785.885803222656
130,-877.620910644531,-835.769592285156,-1031.28674316406,-816.274780273437,-864.785827636719,-989.273132324219,-1056.24865722656,-861.169494628906,-785.441101074219,-1064.16320800781,-918.203344726562,105.810813342248,-1064.16320800781,-785.441101074219
131,-866.084228515625,-831.128173828125,-1022.43395996094,-809.563842773438,-852.348571777344,-986.254943847656,-1049.09777832031,-850.869873046875,-782.977722167969,-1061.43481445313,-911.219390869141,106.412999110554,-1061.43481445313,-782.977722167969
132,-860.98583984375,-826.488586425781,-1018.18902587891,-806.463623046875,-853.87255859375,-984.079833984375,-1039.89111328125,-841.579895019531,-770.841064453125,-1060.70092773438,-906.309246826172,107.461660706287,-1060.70092773438,-770.841064453125
133,-850.330993652344,-818.541748046875,-1011.76049804688,-798.893005371094,-850.268432617188,-985.223022460938,-1034.91564941406,-837.758911132813,-765.070983886719,-1053.42468261719,-900.618792724609,108.201977709611,-1053.42468261719,-765.070983886719
134,-844.6025390625,-805.55126953125,-1001.09008789063,-793.186950683594,-843.371215820313,-984.706604003906,-1028.27612304688,-827.686950683594,-758.899963378906,-1047.89721679688,-893.526892089844,109.060349936768,-1047.89721679688,-758.899963378906
135,-834.727661132813,-800.34814453125,-996.5302734375,-783.288269042969,-836.286987304688,-984.708618164063,-1015.75347900391,-818.701049804688,-752.039794921875,-1044.68078613281,-886.706506347656,110.26813781905,-1044.68078613281,-752.039794921875
136,-826.100769042969,-793.166870117188,-991.893859863281,-774.363830566406,-838.555419921875,-988.396789550781,-1015.40771484375,-818.564575195313,-745.013061523438,-1036.80932617188,-882.827221679687,111.769673924703,-1036.80932617188,-745.013061523438
137,-817.011596679687,-781.988891601563,-987.266784667969,-763.041381835938,-838.567993164063,-985.144165039062,-999.220642089844,-814.605651855469,-736.726013183594,-1036.94384765625,-876.051696777344,113.050628929401,-1036.94384765625,-736.726013183594
138,-808.76904296875,-782.314270019531,-986.535034179687,-751.419067382813,-832.928894042969,-974.615478515625,-988.359741210937,-805.473022460938,-737.088317871094,-1029.7412109375,-869.724407958984,111.929195740956,-1029.7412109375,-737.088317871094
139,-802.405334472656,-767.800048828125,-981.285583496094,-746.1142578125,-821.344848632813,-975.603698730469,-982.657104492188,-793.751037597656,-727.6904296875,-1022.89654541016,-862.154888916016,114.399363421163,-1022.89654541016,-727.6904296875
140,-793.418090820313,-759.679504394531,-968.235107421875,-733.468627929688,-821.921142578125,-969.833984375,-981.458312988281,-783.851379394531,-716.656066894531,-1016.09869384766,-854.462091064453,115.899486055223,-1016.09869384766,-716.656066894531
141,-781.44580078125,-758.593811035156,-954.96875,-729.083740234375,-814.784912109375,-969.25927734375,-970.176818847656,-777.303955078125,-709.590209960938,-1007.71130371094,-847.291857910156,114.696911935774,-1007.71130371094,-709.590209960938
142,-770.214172363281,-750.797058105469,-954.214538574219,-723.719604492188,-801.52392578125,-965.121887207031,-959.559020996094,-772.111145019531,-704.381164550781,-1004.85437011719,-840.649688720703,115.949069174259,-1004.85437011719,-704.381164550781
143,-766.208435058594,-739.084655761719,-943.859069824219,-718.914733886719,-809.261108398438,-955.276550292969,-950.626525878906,-766.423217773438,-699.297912597656,-1002.65661621094,-835.160882568359,114.979643150089,-1002.65661621094,-699.297912597656
144,-755.907958984375,-728.251342773438,-937.353454589844,-713.883728027344,-808.758666992187,-952.784484863281,-946.068176269531,-765.976745605469,-689.987548828125,-998.461791992188,-829.743389892578,116.395111854344,-998.461791992188,-689.987548828125
145,-744.160583496094,-726.049133300781,-937.161987304688,-707.113525390625,-801.962707519531,-938.321533203125,-941.34814453125,-756.352478027344,-682.115234375,-999.855651855469,-823.444097900391,118.035787527177,-999.855651855469,-682.115234375
146,-733.428833007813,-718.760986328125,-923.893432617188,-696.939086914063,-805.238159179688,-942.256530761719,-932.239196777344,-748.732604980469,-676.580200195312,-993.589172363281,-817.1658203125,118.858039811895,-993.589172363281,-676.580200195312
147,-728.743774414063,-711.744567871094,-921.767395019531,-688.674255371094,-802.279235839844,-936.970886230469,-925.205932617187,-750.34521484375,-666.048034667969,-989.742980957031,-812.152227783203,119.937156772522,-989.742980957031,-666.048034667969
148,-728.515991210938,-705.750854492188,-914.693786621094,-680.356811523438,-799.527648925781,-930.718078613281,-914.813049316406,-738.886657714844,-657.931518554688,-981.7646484375,-805.295904541016,119.446739903896,-981.7646484375,-657.931518554688
149,-722.057678222656,-693.886474609375,-908.075988769531,-674.977966308594,-796.192932128906,-919.994995117188,-906.955505371094,-732.891296386719,-652.028381347656,-981.514892578125,-798.857611083984,120.107623280306,-981.514892578125,-652.028381347656
150,-719.610900878906,-688.025695800781,-895.078491210938,-663.659301757813,-788.164001464844,-911.358215332031,-900.857543945313,-729.594177246094,-651.047668457031,-975.686828613281,-792.308282470703,118.678069776501,-975.686828613281,-651.047668457031
151,-708.879089355469,-679.7685546875,-895.83154296875,-656.839111328125,-783.707275390625,-901.590515136719,-901.46484375,-720.623962402344,-639.375305175781,-968.822509765625,-785.690270996094,121.047626037512,-968.822509765625,-639.375305175781
152,-708.8134765625,-672.746337890625,-896.859252929688,-654.243713378906,-783.359558105469,-891.403198242188,-898.802490234375,-717.110717773438,-632.668273925781,-967.034301757812,-782.304132080078,121.640649174677,-967.034301757812,-632.668273925781
153,-700.8173828125,-667.266357421875,-890.204711914063,-647.019104003906,-779.368225097656,-887.050170898437,-893.680480957031,-712.750732421875,-627.474243164063,-956.382995605469,-776.201440429688,121.080500916608,-956.382995605469,-627.474243164063
154,-690.846740722656,-662.156311035156,-878.035827636719,-636.245971679687,-777.726196289063,-876.087707519531,-886.966552734375,-705.418762207031,-625.422058105469,-951.798767089844,-769.070489501953,120.447554044766,-951.798767089844,-625.422058105469
155,-685.91455078125,-657.213012695313,-868.9765625,-629.93359375,-772.601867675781,-869.361633300781,-880.075805664063,-698.313537597656,-622.250549316406,-948.191284179688,-763.283239746094,119.940840224335,-948.191284179688,-622.250549316406
156,-676.254333496094,-655.515808105469,-868.069763183594,-621.573852539063,-775.038879394531,-863.989013671875,-871.905883789063,-690.070068359375,-621.017211914063,-941.450439453125,-758.488525390625,119.926733124003,-941.450439453125,-621.017211914063
157,-672.645629882813,-643.084411621094,-862.520690917969,-615.992553710938,-770.150085449219,-860.234924316406,-867.166442871094,-680.906188964844,-615.691955566406,-935.099731445312,-752.349261474609,120.802229922038,-935.099731445312,-615.691955566406
158,-663.121520996094,-637.566101074219,-859.605834960938,-607.768798828125,-764.83837890625,-847.281005859375,-871.173828125,-675.862609863281,-607.488342285156,-935.328308105469,-747.003472900391,123.316209999413,-935.328308105469,-607.488342285156
159,-658.619567871094,-630.091369628906,-858.023193359375,-602.575256347656,-764.863037109375,-841.757995605469,-863.377258300781,-670.606018066406,-608.147521972656,-929.882141113281,-742.7943359375,122.877657910874,-929.882141113281,-602.575256347656
160,-654.490051269531,-625.642028808594,-856.4794921875,-600.4921875,-757.0908203125,-834.888671875,-862.709838867188,-658.605895996094,-599.859252929688,-920.660949707031,-737.091918945313,123.194290114133,-920.660949707031,-599.859252929688
161,-647.7607421875,-626.55029296875,-853.1689453125,-589.012512207031,-750.607849121094,-830.729614257812,-853.70068359375,-650.612426757813,-594.638305664062,-915.305908203125,-731.208728027344,123.529142053731,-915.305908203125,-589.012512207031
162,-644.470581054688,-620.5458984375,-843.720642089844,-579.317260742188,-743.62060546875,-836.986633300781,-849.958190917969,-644.79736328125,-593.6240234375,-917.429138183594,-727.447033691406,125.555292877478,-917.429138183594,-579.317260742188
163,-634.226867675781,-615.313354492188,-830.337036132813,-567.745788574219,-743.948303222656,-833.295227050781,-836.672912597656,-636.267639160156,-590.75732421875,-917.234558105469,-720.579901123047,126.186244276926,-917.234558105469,-567.745788574219
164,-626.557739257813,-614.452880859375,-822.743896484375,-559.753845214844,-742.305786132813,-829.171752929688,-836.591125488281,-625.736328125,-580.8330078125,-905.244995117188,-714.339135742188,126.651159155756,-905.244995117188,-559.753845214844
165,-615.838073730469,-603.961791992188,-821.916320800781,-554.031066894531,-741.081909179688,-821.982666015625,-827.871032714844,-616.285949707031,-574.612060546875,-901.5751953125,-707.915606689453,128.292958872952,-901.5751953125,-554.031066894531
166,-611.872436523437,-597.826965332031,-819.458374023438,-547.071105957031,-738.406188964844,-815.35400390625,-816.345092773438,-607.411071777344,-569.136535644531,-896.58984375,-701.947161865234,128.447445630267,-896.58984375,-547.071105957031
167,-604.401794433594,-586.068298339844,-809.71728515625,-536.3076171875,-739.924499511719,-807.983093261719,-816.082397460938,-599.919128417969,-562.708923339844,-892.071655273437,-695.518469238281,130.485276164877,-892.071655273437,-536.3076171875
168,-595.410461425781,-575.265991210938,-806.787536621094,-531.165832519531,-736.032897949219,-804.668762207031,-810.699462890625,-600.2685546875,-555.604858398438,-887.008605957031,-690.291296386719,131.546500760406,-887.008605957031,-531.165832519531
169,-589.553771972656,-564.892272949219,-795.854553222656,-523.234985351563,-726.076110839844,-800.655212402344,-810.756408691406,-597.418273925781,-551.697509765625,-884.322998046875,-684.446209716797,132.512998607397,-884.322998046875,-523.234985351563
170,-584.27197265625,-557.431030273438,-797.08544921875,-515.390991210938,-721.600830078125,-790.960815429688,-808.269592285156,-587.251708984375,-545.074157714844,-879.625732421875,-678.696228027344,134.217410244773,-879.625732421875,-515.390991210938
171,-580.714172363281,-553.563110351563,-789.236755371094,-507.733795166016,-716.322326660156,-785.348571777344,-796.1552734375,-577.142822265625,-536.869384765625,-872.503540039063,-671.558975219727,133.655042381195,-872.503540039063,-507.733795166016
172,-573.263854980469,-543.122009277344,-792.781677246094,-505.547424316406,-708.608520507813,-787.210876464844,-794.65673828125,-575.239074707031,-526.960144042969,-865.50830078125,-667.289862060547,135.783441376423,-865.50830078125,-505.547424316406
173,-569.173583984375,-539.211181640625,-789.471374511719,-505.140808105469,-710.009765625,-782.156127929688,-788.782897949219,-562.431213378906,-522.5,-858.769958496094,-662.764691162109,135.585435559589,-858.769958496094,-505.140808105469
174,-563.845642089844,-536.033020019531,-774.748229980469,-494.186187744141,-701.260498046875,-768.248352050781,-783.706726074219,-556.268859863281,-520.466735839844,-850.460571289062,-654.922482299805,133.435559304816,-850.460571289062,-494.186187744141
175,-560.276550292969,-530.809204101563,-767.875183105469,-485.299865722656,-694.468994140625,-755.83642578125,-776.586547851563,-544.622253417969,-512.366638183594,-844.729919433594,-647.287158203125,133.489071135022,-844.729919433594,-485.299865722656
176,-549.150207519531,-526.863037109375,-759.551879882813,-476.296081542969,-694.210205078125,-750.165893554687,-780.521484375,-533.540344238281,-503.186584472656,-831.695861816406,-640.518157958984,134.892149351423,-831.695861816406,-476.296081542969
177,-542.536682128906,-525.541015625,-747.823669433594,-474.115203857422,-692.855590820313,-747.840454101562,-774.927673339844,-526.873962402344,-490.030944824219,-819.456665039063,-634.200186157227,133.968883155084,-819.456665039063,-474.115203857422
178,-538.873901367188,-519.463562011719,-744.759765625,-468.640563964844,-688.796203613281,-743.698669433594,-771.243530273437,-523.886413574219,-486.126556396484,-812.833984375,-629.832315063477,133.936428897363,-812.833984375,-468.640563964844
179,-531.988586425781,-513.749145507813,-734.825134277344,-462.295562744141,-685.07177734375,-737.845031738281,-766.969360351563,-516.014709472656,-481.018127441406,-808.502502441406,-623.827993774414,134.299869361697,-808.502502441406,-462.295562744141
180,-525.556945800781,-509.671813964844,-726.794494628906,-469.192779541016,-679.915710449219,-727.151428222656,-761.581420898438,-511.776733398438,-473.195556640625,-799.034606933594,-618.387149047852,131.507286760595,-799.034606933594,-469.192779541016
181,-524.928833007813,-504.511840820313,-720.01708984375,-462.524932861328,-680.110229492188,-719.947204589844,-762.141357421875,-508.560333251953,-466.709930419922,-785.8349609375,-613.528671264649,130.802566951402,-785.8349609375,-462.524932861328
182,-522.456481933594,-495.391876220703,-716.194519042969,-465.825744628906,-678.399169921875,-717.125305175781,-755.097290039063,-504.7119140625,-462.49755859375,-776.263671875,-609.396353149414,129.336940826517,-776.263671875,-462.49755859375
183,-517.046081542969,-491.176910400391,-713.465087890625,-459.297058105469,-670.392456054688,-716.601135253906,-752.483581542969,-499.563659667969,-465.156860351563,-768.074279785156,-605.32571105957,128.855254283938,-768.074279785156,-459.297058105469
184,-510.309844970703,-484.321838378906,-709.439758300781,-463.235748291016,-670.287048339844,-717.94677734375,-747.154357910156,-491.175445556641,-469.836547851563,-755.620910644531,-601.932827758789,127.182815162137,-755.620910644531,-463.235748291016
185,-505.067993164063,-476.126953125,-703.976013183594,-463.558990478516,-670.090026855469,-717.588073730469,-743.057983398438,-484.352142333984,-460.38525390625,-746.406066894531,-597.060949707031,127.890574837286,-746.406066894531,-460.38525390625
186,-499.528015136719,-469.989227294922,-702.959289550781,-464.378692626953,-659.586669921875,-715.097961425781,-736.115783691406,-475.770843505859,-456.026214599609,-737.339965820313,-591.679266357422,127.212878427623,-737.339965820313,-456.026214599609
187,-494.197998046875,-464.7373046875,-693.883239746094,-456.095092773438,-656.926452636719,-716.599670410156,-734.626831054688,-469.500915527344,-450.978637695313,-731.529602050781,-586.907574462891,128.580511224818,-734.626831054688,-450.978637695313
188,-490.918670654297,-461.714141845703,-686.628601074219,-452.945922851563,-649.728576660156,-713.788269042969,-731.600524902344,-462.114532470703,-452.034332275391,-724.990966796875,-582.646453857422,127.544353024053,-731.600524902344,-452.034332275391
189,-485.43603515625,-458.931365966797,-679.968078613281,-451.635162353516,-644.455078125,-708.499267578125,-722.111999511719,-453.979888916016,-445.219909667969,-712.518737792969,-576.275552368164,125.787601871328,-722.111999511719,-445.219909667969
190,-482.604431152344,-452.999816894531,-669.974792480469,-454.981414794922,-644.852172851563,-700.510131835938,-714.633544921875,-449.675445556641,-441.675201416016,-704.067504882813,-571.597445678711,123.378233654015,-714.633544921875,-441.675201416016
191,-472.573669433594,-445.888916015625,-672.262878417969,-449.770385742188,-652.994384765625,-702.900268554687,-705.231262207031,-449.519836425781,-437.784240722656,-702.5703125,-569.149615478516,125.702684537373,-705.231262207031,-437.784240722656
192,-473.820190429688,-445.887542724609,-675.086853027344,-441.89697265625,-662.776550292969,-699.293334960938,-698.544128417969,-445.798919677734,-436.376312255859,-696.143737792969,-567.562454223633,126.090779636421,-699.293334960938,-436.376312255859
193,-473.834442138672,-439.718475341797,-675.221923828125,-431.109100341797,-657.630798339844,-701.612243652344,-690.425720214844,-443.493316650391,-436.386260986328,-686.887573242188,-563.631985473633,126.139464221969,-701.612243652344,-431.109100341797
194,-465.714630126953,-433.200653076172,-675.341735839844,-428.469696044922,-662.527160644531,-696.38623046875,-684.354248046875,-438.362274169922,-432.255554199219,-687.687316894531,-560.429949951172,128.047441677016,-696.38623046875,-428.469696044922
195,-460.773162841797,-425.271789550781,-667.563171386719,-419.819213867187,-658.546081542969,-690.955505371094,-677.224365234375,-432.278137207031,-433.623962402344,-685.054931640625,-555.111032104492,128.020772573536,-690.955505371094,-419.819213867187
196,-453.111694335938,-420.782440185547,-665.784851074219,-409.150390625,-653.029174804688,-685.021118164063,-670.374328613281,-430.673187255859,-425.935272216797,-678.543029785156,-549.240548706055,128.587819408369,-685.021118164063,-409.150390625
197,-460.681365966797,-423.604248046875,-669.487182617188,-414.491241455078,-660.074340820313,-679.785949707031,-670.575988769531,-425.577972412109,-418.145355224609,-671.700622558594,-549.412426757812,128.134874544837,-679.785949707031,-414.491241455078
198,-456.558654785156,-417.848541259766,-674.012817382813,-415.5751953125,-655.596862792969,-671.433166503906,-675.644775390625,-421.055114746094,-409.962310791016,-667.807678222656,-546.54951171875,129.668272981322,-675.644775390625,-409.962310791016
199,-456.256713867188,-415.324340820313,-670.829345703125,-407.999237060547,-658.061462402344,-669.30322265625,-666.611572265625,-413.30615234375,-402.12158203125,-657.685363769531,-541.749899291992,130.242002163971,-670.829345703125,-402.12158203125
200,-448.919403076172,-406.284362792969,-664.373352050781,-401.526397705078,-651.522155761719,-664.180053710938,-659.906616210938,-403.757141113281,-399.565155029297,-656.555419921875,-535.659005737305,131.121434581316,-664.373352050781,-399.565155029297
201,-446.27294921875,-407.120849609375,-663.520080566406,-400.173858642578,-655.631530761719,-654.173828125,-654.170776367188,-399.619049072266,-394.418609619141,-652.85693359375,-532.795846557617,130.728688800123,-663.520080566406,-394.418609619141
202,-437.118225097656,-401.932586669922,-661.574035644531,-397.194702148437,-661.494812011719,-644.490600585938,-651.51708984375,-399.591003417969,-392.28955078125,-651.636047363281,-529.883865356445,131.617507342335,-661.574035644531,-392.28955078125
203,-427.632263183594,-398.072662353516,-663.906127929688,-392.114959716797,-653.070434570313,-633.638916015625,-640.647094726563,-403.266143798828,-384.668762207031,-648.014038085938,-524.503140258789,130.709621018557,-663.906127929688,-384.668762207031
204,-427.584899902344,-391.582214355469,-656.886291503906,-383.548553466797,-644.587158203125,-626.177612304688,-630.274230957031,-398.243682861328,-380.881103515625,-646.853454589844,-518.661920166016,129.784927348963,-656.886291503906,-380.881103515625
205,-424.3876953125,-385.055969238281,-649.264831542969,-381.979614257812,-645.286560058594,-622.183410644531,-620.96337890625,-398.244964599609,-382.154998779297,-639.244323730469,-514.876574707031,127.899548302589,-649.264831542969,-381.979614257812
