Step,Value
0,145.569107055664
1,104.547218322754
2,61.583194732666
3,72.2948455810547
4,113.505783081055
5,95.094596862793
6,51.7332153320313
7,103.874618530273
8,106.388610839844
9,75.3948822021484
10,166.724563598633
11,160.245986938477
12,71.2132186889648
13,180.215545654297
14,238.299026489258
15,361.761169433594
16,289.806640625
17,53.7077293395996
18,106.77596282959
19,233.462738037109
20,74.8006744384766
21,70.9759902954102
22,86.3596038818359
23,115.396354675293
24,117.699569702148
25,425.704528808594
26,64.9504013061523
27,79.8234939575195
28,85.3573379516602
29,265.993041992188
30,125.391845703125
31,514.654968261719
32,258.491790771484
33,261.83837890625
34,115.399673461914
35,81.6961517333984
36,147.560928344727
37,225.572601318359
38,102.583541870117
39,198.727157592773
40,117.884086608887
41,100.799514770508
42,136.308013916016
43,138.5126953125
44,286.915710449219
45,153.453735351563
46,187.078735351563
47,209.782180786133
48,111.755653381348
49,190.152801513672
50,342.272521972656
51,99.4958877563477
52,260.665954589844
53,116.687309265137
54,301.158630371094
55,107.523246765137
56,140.064926147461
57,158.397491455078
58,269.934478759766
59,298.675567626953
60,85.8556060791016
61,117.033233642578
62,164.789825439453
63,100.742904663086
64,197.358825683594
65,355.584167480469
66,152.325668334961
67,1072.53564453125
68,192.812164306641
69,174.087326049805
70,121.863525390625
71,162.636642456055
72,119.781204223633
73,212.876281738281
74,285.830749511719
75,179.489959716797
76,146.592895507813
77,241.406402587891
78,177.837661743164
79,365.147521972656
80,167.857727050781
81,211.857192993164
82,228.624862670898
83,150.168640136719
84,146.324356079102
85,173.030578613281
86,91.8981475830078
87,319.826873779297
88,83.8227996826172
89,194.789520263672
90,281.530609130859
91,271.016387939453
92,450.212677001953
93,168.988372802734
94,153.880706787109
95,329.415008544922
96,236.393295288086
97,324.319793701172
98,127.843536376953
99,102.959175109863
100,105.134391784668
101,96.4903106689453
102,152.760696411133
103,178.067398071289
104,237.034774780273
105,298.834014892578
106,159.3916015625
107,231.175399780273
108,111.223678588867
109,423.940551757813
110,236.785614013672
111,203.175308227539
112,170.434143066406
113,319.509674072266
114,134.023391723633
115,285.282196044922
116,359.815551757812
117,256.436553955078
118,143.920745849609
119,113.995964050293
120,220.302032470703
121,568.072692871094
122,131.753295898438
123,216.792190551758
124,175.963806152344
125,163.795532226563
126,216.951812744141
127,123.84790802002
128,111.829444885254
129,68.6413650512695
130,205.840957641602
131,104.085090637207
132,376.040649414062
133,298.417022705078
134,92.7418441772461
135,117.060035705566
136,114.92488861084
137,82.5971450805664
138,290.001892089844
139,145.263076782227
140,522.172302246094
141,161.95458984375
142,397.621612548828
143,73.2051010131836
144,183.629608154297
145,164.177322387695
146,136.787963867188
147,164.292724609375
148,131.956787109375
149,261.074310302734
150,271.858306884766
151,88.2884140014648
152,116.602867126465
153,282.782440185547
154,135.566299438477
155,153.698287963867
156,164.119644165039
157,203.220840454102
158,290.846740722656
159,138.377822875977
160,222.539428710937
161,234.277603149414
162,479.664794921875
163,326.455963134766
164,240.539520263672
165,233.514022827148
166,88.3352203369141
167,422.285858154297
168,235.283218383789
169,232.903381347656
170,277.540496826172
171,78.1605606079102
172,321.398681640625
173,133.690704345703
174,214.174407958984
175,401.149963378906
176,182.23356628418
177,154.228973388672
178,205.582458496094
179,201.637786865234
180,97.8996429443359
181,96.2447891235352
182,283.438568115234
183,381.000061035156
184,196.402938842773
185,210.303237915039
186,107.58487701416
187,108.12516784668
188,163.32502746582
189,107.903022766113
190,104.959342956543
191,127.436019897461
192,163.671722412109
193,137.103637695313
194,263.957183837891
195,435.903991699219
196,156.875274658203
197,293.486450195312
198,351.0537109375
199,126.653472900391
200,254.536560058594
201,271.696655273437
202,439.881744384766
203,293.415740966797
204,330.020568847656
205,128.053176879883
206,146.470031738281
207,146.855804443359
208,205.701675415039
209,167.71955871582
210,97.9164276123047
211,97.9922790527344
212,175.519119262695
213,127.746109008789
214,116.604469299316
215,392.8271484375
216,176.539291381836
217,594.126525878906
218,125.158966064453
219,432.323333740234
220,116.720848083496
221,292.641479492187
222,185.000076293945
223,98.4871673583984
224,106.975074768066
225,97.5244598388672
226,118.740058898926
227,148.419494628906
228,136.653091430664
229,295.484558105469
230,313.752868652344
231,490.746734619141
232,321.6982421875
233,117.371612548828
234,99.3096771240234
235,401.262451171875
236,255.073165893555
237,88.2222671508789
238,108.488433837891
239,117.665252685547
240,117.525482177734
241,135.274505615234
242,285.161834716797
243,98.9428329467773
244,323.890960693359
245,194.836669921875
246,477.802795410156
247,284.786651611328
248,205.582122802734
249,472.547668457031
250,147.60920715332
251,88.7450942993164
252,157.124664306641
253,481.839599609375
254,282.806365966797
255,137.847640991211
256,107.349052429199
257,167.889923095703
258,116.73119354248
259,253.423202514648
260,296.121673583984
261,108.160034179688
262,196.489517211914
263,355.443084716797
264,98.6839981079102
265,824.910766601563
266,234.384552001953
267,78.7492065429688
268,312.487701416016
269,301.086700439453
270,350.371887207031
271,245.874816894531
272,119.171287536621
273,266.181365966797
274,118.746955871582
275,389.346557617187
276,207.064666748047
277,108.462715148926
278,108.523315429688
279,204.727600097656
280,185.481109619141
281,283.789978027344
282,435.705932617188
283,106.914756774902
284,137.466064453125
285,147.727081298828
286,383.997833251953
287,549.342651367188
288,88.3804626464844
289,325.994232177734
290,108.871620178223
291,401.114074707031
292,107.142639160156
293,107.975372314453
294,285.266571044922
295,137.930770874023
296,98.2102279663086
297,117.904830932617
298,106.68782043457
299,118.173530578613
300,215.480010986328
301,87.712516784668
302,1052.27429199219
303,138.025054931641
304,389.79443359375
305,106.746475219727
306,304.747802734375
307,166.560501098633
308,118.085296630859
309,264.978118896484
310,108.35132598877
311,117.598793029785
312,166.661010742188
313,156.935928344727
314,275.746704101562
315,206.034378051758
316,244.979263305664
317,460.792175292969
318,272.167999267578
319,223.867385864258
320,137.124008178711
321,127.626739501953
322,285.660827636719
323,430.115997314453
324,332.654174804687
