Step,Value
0,183.429336547852
1,164.245208740234
2,135.728652954102
3,128.678970336914
4,134.550994873047
5,134.114944458008
6,137.992218017578
7,130.584594726563
8,132.711334228516
9,137.687896728516
10,134.113677978516
11,135.551605224609
12,137.075134277344
13,135.252517700195
14,140.069366455078
15,146.523208618164
16,145.37939453125
17,162.41796875
18,160.289947509766
19,159.622451782227
20,158.433883666992
21,159.179733276367
22,159.150299072266
23,156.519897460938
24,156.460891723633
25,153.898468017578
26,153.755966186523
27,153.961975097656
28,152.267425537109
29,151.191299438477
30,148.707763671875
32,146.942245483398
33,146.694885253906
34,149.228668212891
35,148.511306762695
36,146.800094604492
37,145.193359375
38,144.071975708008
39,142.612915039063
40,142.263854980469
41,142.27424621582
42,141.655136108398
43,141.412368774414
44,140.58528137207
45,139.870422363281
46,138.568222045898
47,137.81086730957
48,137.062973022461
49,135.876052856445
50,135.464416503906
51,134.265869140625
52,133.355056762695
53,132.372772216797
54,131.272125244141
55,130.991333007813
56,132.243148803711
57,132.198654174805
58,132.616149902344
59,137.282669067383
60,140.366409301758
61,140.821380615234
62,141.125366210938
63,141.168334960938
64,141.439651489258
65,145.12939453125
66,144.395950317383
67,144.187515258789
68,144.218170166016
69,144.021286010742
70,143.618362426758
71,143.041519165039
72,142.285568237305
73,141.879302978516
74,140.85563659668
75,140.354919433594
76,140.882110595703
77,141.604110717773
78,142.977127075195
79,143.362579345703
80,143.284484863281
81,143.988479614258
82,144.059997558594
83,143.865356445313
84,143.711761474609
85,144.37922668457
86,144.526626586914
87,143.923919677734
88,144.964660644531
89,144.563354492188
90,147.132293701172
91,147.626220703125
92,147.44287109375
93,148.706588745117
94,148.354354858398
95,149.04020690918
96,149.381469726563
97,149.49382019043
98,152.512405395508
99,152.679901123047
100,153.694366455078
101,155.09748840332
102,155.369522094727
103,155.72331237793
104,156.566162109375
105,158.810333251953
106,158.806381225586
107,158.126052856445
108,157.522720336914
109,158.730529785156
110,158.55078125
111,159.284820556641
112,159.089660644531
113,158.739669799805
114,160.812286376953
115,160.768676757813
116,160.835830688477
117,161.037124633789
118,163.757629394531
119,164.260848999023
120,165.371780395508
121,165.061096191406
122,164.512557983398
123,165.557815551758
124,166.061767578125
125,166.469924926758
126,166.793869018555
127,166.972839355469
128,167.672912597656
129,168.946090698242
130,169.58219909668
131,170.462341308594
132,171.219360351563
133,170.804672241211
134,171.639801025391
135,171.740829467773
136,171.692535400391
137,171.856491088867
138,171.641189575195
139,171.892623901367
140,172.180252075195
141,172.360885620117
142,172.275909423828
143,172.860916137695
144,175.862060546875
145,176.24658203125
146,176.452560424805
147,175.975341796875
148,176.17692565918
149,175.762969970703
150,175.385147094727
151,174.701095581055
152,176.217315673828
153,175.810943603516
154,175.867172241211
155,175.869018554688
156,175.535110473633
157,175.314819335938
158,175.213897705078
159,174.569854736328
160,174.146530151367
161,173.733123779297
162,174.214309692383
163,174.257995605469
164,173.679351806641
165,173.093276977539
166,172.73974609375
167,174.247695922852
168,173.919662475586
169,173.582153320313
170,173.117218017578
171,174.711730957031
172,174.239181518555
173,174.404403686523
174,174.053405761719
175,173.778198242188
176,173.316772460938
177,173.030227661133
178,172.872467041016
179,172.761703491211
180,173.378829956055
181,173.542541503906
182,174.292327880859
183,174.10563659668
184,173.961456298828
185,174.775726318359
186,174.912994384766
187,174.749008178711
188,175.157135009766
189,174.914215087891
190,176.545364379883
191,176.248352050781
192,176.299514770508
193,176.079971313477
194,176.637832641602
195,176.837997436523
196,176.636413574219
197,177.03662109375
198,177.689010620117
199,177.909774780273
200,177.782577514648
201,177.886871337891
202,179.625839233398
203,179.661407470703
204,179.808837890625
205,179.423263549805
206,180.119079589844
207,179.873001098633
208,180.222793579102
209,180.432220458984
210,181.078628540039
211,181.328857421875
212,180.981399536133
213,180.862838745117
214,180.972198486328
215,180.59635925293
216,181.470428466797
217,181.276962280273
218,182.933670043945
219,182.48811340332
220,182.970489501953
221,182.66862487793
222,182.642059326172
223,182.509887695313
224,182.505889892578
225,182.169921875
226,181.835403442383
227,181.835021972656
228,181.582443237305
229,181.376083374023
230,181.129943847656
231,181.231887817383
232,181.707046508789
233,181.534088134766
234,182.968383789063
235,183.031234741211
236,183.137145996094
237,182.892303466797
238,182.65202331543
239,182.652206420898
240,182.399047851563
241,182.610656738281
242,182.286392211914
243,182.797561645508
244,182.767776489258
245,183.101745605469
246,183.209991455078
247,183.271453857422
248,182.938995361328
249,182.446228027344
250,182.054260253906
251,181.786514282227
252,181.62190246582
253,181.817718505859
254,182.22282409668
255,183.246398925781
256,183.079147338867
257,182.812210083008
258,183.431777954102
259,183.822799682617
260,184.485153198242
261,184.335647583008
262,184.18408203125
263,184.007171630859
264,184.553466796875
265,184.384185791016
266,184.02766418457
267,183.891052246094
268,184.691497802734
269,184.765060424805
270,185.139785766602
271,185.454238891602
272,185.531768798828
273,185.359710693359
274,186.684295654297
275,187.293991088867
276,188.092239379883
277,188.313507080078
278,188.388946533203
279,188.423919677734
280,188.478652954102
281,188.106216430664
282,187.934127807617
283,187.86506652832
284,187.852615356445
285,187.882232666016
286,188.138031005859
287,188.851821899414
288,189.014709472656
289,188.771179199219
290,188.406234741211
291,188.509689331055
292,188.346832275391
293,188.707717895508
294,189.4501953125
295,190.39045715332
296,190.497955322266
297,190.219802856445
298,190.579391479492
299,190.472442626953
300,190.257858276367
301,190.092193603516
302,189.910736083984
303,190.488677978516
304,190.264434814453
305,191.20149230957
306,191.780395507812
307,191.620071411133
308,191.667694091797
309,192.703002929688
310,192.459579467773
311,192.156204223633
312,192.14665222168
313,192.051055908203
314,193.455169677734
315,193.563003540039
316,194.423599243164
317,194.163330078125
318,194.432510375977
319,194.381301879883
320,194.057159423828
321,194.343460083008
322,194.251434326172
323,194.568954467773
324,194.942443847656
325,194.61930847168
326,194.430725097656
327,194.192291259766
328,194.588882446289
329,194.362915039063
330,194.466156005859
331,195.207962036133
332,196.292617797852
333,196.126098632812
334,196.113784790039
335,196.237930297852
336,196.101409912109
337,195.823913574219
338,195.770233154297
339,196.25895690918
340,196.501190185547
341,196.430953979492
342,196.547698974609
343,196.281829833984
344,196.043869018555
345,195.758377075195
346,196.026702880859
347,195.765380859375
348,195.548538208008
349,195.529525756836
350,195.738845825195
351,196.398010253906
352,196.123870849609
353,196.008575439453
354,196.400466918945
355,196.590591430664
356,196.541595458984
357,196.23779296875
358,196.016235351562
359,196.202239990234
360,196.466934204102
361,196.984069824219
362,197.295913696289
363,197.30696105957
364,197.390426635742
365,198.170532226563
366,197.955978393555
367,198.37614440918
368,198.240936279297
369,198.025009155273
370,197.897415161133
371,198.003616333008
372,197.994064331055
373,198.055770874023
374,198.055389404297
375,198.16813659668
376,198.654907226563
377,198.702087402344
378,199.850952148438
379,200.878189086914
380,200.720062255859
381,200.708160400391
382,200.694213867187
383,201.382736206055
384,201.150054931641
385,201.120910644531
386,200.868301391602
387,201.178695678711
388,200.965789794922
389,201.107147216797
390,201.680297851563
391,201.838607788086
392,201.956573486328
393,202.375106811523
394,202.229904174805
395,201.994186401367
396,202.018905639648
397,202.20068359375
398,201.997848510742
399,202.739990234375
400,205.243118286133
401,206.047286987305
402,205.970642089844
403,206.30078125
404,206.117660522461
405,205.83610534668
406,205.623291015625
407,207.431259155273
408,207.240707397461
409,207.35807800293
410,207.862640380859
411,207.959762573242
412,207.877212524414
413,209.192260742187
414,209.041091918945
415,208.843185424805
416,208.842361450195
417,208.971481323242
418,208.919921875
419,208.918319702148
420,208.623626708984
421,209.907684326172
422,210.659820556641
423,210.590789794922
424,210.417205810547
425,210.979309082031
426,210.850112915039
427,210.585998535156
428,210.475692749023
429,210.235366821289
430,211.999359130859
431,212.125701904297
432,211.906341552734
433,211.77262878418
434,211.624618530273
435,212.199722290039
436,212.064407348633
437,212.122985839844
438,211.895309448242
439,212.849227905273
440,213.867401123047
441,213.874908447266
442,214.081436157227
443,213.917526245117
444,213.988830566406
445,213.926956176758
446,214.002563476562
447,214.016189575195
448,213.857009887695
449,213.749206542969
450,214.206024169922
451,214.126449584961
452,214.141693115234
453,214.117935180664
454,214.008453369141
455,214.771057128906
456,214.754333496094
457,214.884323120117
458,214.931869506836
459,214.558868408203
460,214.900146484375
461,215.407897949219
462,215.161193847656
463,215.054092407227
464,215.166580200195
465,216.157638549805
466,216.188568115234
467,216.974105834961
468,216.975173950195
469,217.145935058594
470,217.098968505859
471,217.159591674805
472,216.904907226562
473,216.743835449219
474,217.940963745117
475,217.70344543457
476,217.563903808594
477,217.805633544922
478,217.828094482422
479,217.680541992187
480,217.485946655273
481,217.3046875
482,217.649353027344
483,217.453414916992
484,217.332931518555
485,217.341506958008
486,217.524505615234
487,217.409271240234
488,217.235870361328
489,217.988677978516
490,217.882598876953
491,217.896453857422
492,218.195861816406
493,218.053512573242
494,218.16389465332
495,218.035034179687
496,218.318084716797
497,218.637130737305
498,218.49040222168
499,219.213684082031
